2195,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2196,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2197,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2198,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2199,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2200,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2201,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2202,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2203,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2204,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2205,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2206,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2207,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2208,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2209,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2210,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2211,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2212,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2213,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2214,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2215,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2216,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2217,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2218,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2219,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2220,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2221,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2222,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2223,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2224,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2225,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2226,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2227,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2228,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2229,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2230,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2231,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2232,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
2233,5.9938379,0,0.10375591,5.890082,6.3361497,6.297885,6.2009605,5.3452491,0.38594016,0.46977129,0.096924457,0.038264724,0.022234065,0.0040668413,0.0001561808,0.0034288814,0.0047629336,0.0014986342,0.0036795801,0.021241034,0.0037060602,3.2137164E-05,0.0058441726,0.026273936,0.0018254587,0.028750315,0.0026675342,0.0028124349,0.0014794382,1.1251231E-05,4.4103428E-16,0.000012581,1.9740675E-05,9.9158435E-06,4.8979035E-07,0,9.632576E-05,5.0118995E-08,-1.0998777E-06,0.0005802891,-0.13828623,-0.044082995,0.10181828,-0.068722789,-0.041955804,0.014657077,-0.1,-0.46540444,0,0.24192541,0.065942891,-0.19997113,0.049725847
