2007,1.9519499,0,0.032265625,1.9196843,2.7146482,2.3951182,2.3715299,1.7308597,0.48168977,0.1589804,0.023588288,0.31952996,0.0046077277,0.0009333648,0.000023575,0.0039104282,0.0004003351,0.000097155,0.0010783623,0.0069064,0.0009175707,0.0002044999,0.0012978693,0.003211,0.0619875,0.171104,0.0232785,0.0051956,0.00163458,0.011999,0.0009366,0.03478,0.0025508,0.003125,0.00127275,0,0.00095152,0.00011616,0.000017945,0.00058,-0.40911284,-0.049053023,0.19982419,-0.39526096,-0.099119057,0.034496,-0.1,-0.69456145,-0.046108334,0.37645083,0.08242052,-0.20397662,0.099923987
2008,1.9858937,0,0.025655,1.9602387,2.746985,2.4283646,2.4030782,1.7590634,0.48285328,0.1611616,0.025286391,0.31862041,0.004682478,0.000961237,2.7338397E-05,0.0040639078,0.0004748082,0.0001296696,0.001207408,0.0075947142,0.0010181609,0.0002460613,0.0015261808,0.0033544266,0.06115,0.170176,0.023016,0.00517855,0.00163728,0.0118248,0.0007938,0.0361,0.0026334,0.003173,0.00126765,0,0.00096016,0.000112365,0.000017405,0.00058,-0.40358987,-0.048520543,0.19920257,-0.39191073,-0.09859384,0.036232669,-0.1,-0.69114616,-0.044375283,0.37554998,0.082620987,-0.20542771,0.099621672
2009,2.0752886,0,0.07252875,2.0027598,2.7809797,2.4633415,2.4363676,1.7889061,0.48411667,0.16334486,0.026973882,0.31763818,0.0047559062,0.0009883596,3.1152772E-05,0.004212675,0.0005513507,0.0001660901,0.0013396422,0.0082558138,0.0011199695,0.0002887955,0.0017769417,0.0034871847,0.060257089,0.16913189,0.022745779,0.0051619296,0.0016389724,0.011606396,0.0006763728,0.037444108,0.0027144681,0.0033339103,0.0012558882,0,0.0009667569,0.0001085866,1.5957466E-05,0.0005800776,-0.39806647,-0.047987599,0.19858098,-0.38856089,-0.098068709,0.037969748,-0.1,-0.68771008,-0.042477354,0.37467265,0.08283867,-0.20679675,0.099319437
2010,2.1917034,0,0.14625187,2.0454515,2.8150616,2.4984809,2.4698101,1.8189254,0.48535545,0.16552924,0.028670821,0.31658068,0.0048279967,0.0010147348,3.5015279E-05,0.0043567274,0.0006294248,0.0002061577,0.0014747843,0.0089100132,0.0012229478,0.0003326256,0.0020470396,0.003613354,0.059321038,0.16798195,0.022469938,0.0051440578,0.001639912,0.011344671,0.0005795692,0.038801778,0.0027929876,0.0035961803,0.001238116,0,0.0009713997,0.000104664,1.4226603E-05,0.0005801911,-0.39254469,-0.047453042,0.19795738,-0.3852122,-0.097544025,0.039707199,-0.1,-0.68424925,-0.040588243,0.37378751,0.083052118,-0.20808371,0.099016219
2011,2.2685169,0,0.18119062,2.0873262,2.8485121,2.533023,2.5026485,1.8483587,0.48657447,0.16771525,0.030374542,0.31548906,0.0048987495,0.0010403626,3.8925904E-05,0.0044960822,0.0007087306,0.000249646,0.0016127304,0.0095577506,0.0013270717,0.0003775184,0.0023340376,0.0037329364,0.058384621,0.1667858,0.022193972,0.0051259831,0.0016403529,0.011059541,0.0004959576,0.040213884,0.0028714782,0.0038307347,0.0012171202,0,0.0009749215,0.0001007591,1.3687533E-05,0.0005802437,-0.38702617,-0.046915256,0.19732974,-0.38186582,-0.097020234,0.041445393,-0.1,-0.68075819,-0.03898313,0.37289706,0.083262167,-0.20928859,0.098711036
2012,2.3200181,0,0.19056187,2.1294562,2.881796,2.5674426,2.5353488,1.8776554,0.48778959,0.16990379,0.032093815,0.3143534,0.0049681152,0.0010652493,4.274066E-05,0.0046260895,0.0008054325,0.0002937547,0.0017576008,0.010200929,0.0014323518,0.0004197575,0.0026358591,0.0038459346,0.057449082,0.16554421,0.021917622,0.0051077974,0.0016404224,0.010752601,0.0004231716,0.041672142,0.0029484689,0.0040364903,0.001193425,0,0.0009773466,9.689238E-05,1.3456316E-05,0.000580268,-0.38150929,-0.046375857,0.19670009,-0.37852059,-0.09649689,0.04318396,-0.1,-0.67724169,-0.037055546,0.37200171,0.08347155,-0.21041138,0.098404869
2013,2.3460167,0,0.17415125,2.1718654,2.9151025,2.6019241,2.5680895,1.9069846,0.48901006,0.17209478,0.033834658,0.31317837,0.0050360444,0.0010894011,4.6315608E-05,0.0047421159,0.0009326886,0.0003358561,0.0019133736,0.010841297,0.001538798,0.0004557344,0.0029506827,0.0039523508,0.0565162,0.16426351,0.021642454,0.0050895482,0.0016402132,0.010425198,0.000363633,0.043169347,0.0030227072,0.0042126241,0.0011674978,0,0.0009787555,9.3082497E-05,1.3318094E-05,0.0005802793,-0.3759924,-0.045836457,0.19607044,-0.37517536,-0.095973546,0.044922526,-0.1,-0.67370463,-0.034972349,0.37110381,0.083681862,-0.21145207,0.098098703
2014,2.3443654,0,0.13018687,2.2141785,2.9485054,2.6365414,2.6009513,1.9364166,0.49024654,0.17428817,0.035590134,0.31196401,0.0051025372,0.0011128181,4.9650821E-05,0.0048442164,0.0010848407,0.0003760757,0.0020796855,0.01147916,0.0016463923,0.0004856324,0.0032769373,0.0040521873,0.055587576,0.16294949,0.02136934,0.0050712767,0.0016397941,0.010078578,0.0003149419,0.044699486,0.003093148,0.004358558,0.001139749,0,0.0009792206,8.9343135E-05,1.3222209E-05,0.0005802846,-0.37047551,-0.045297057,0.19544079,-0.37183013,-0.095450202,0.046661092,-0.1,-0.67014673,-0.033191138,0.37020968,0.083894938,-0.21241067,0.097792536
2015,2.3427366,0,0.086078125,2.2566585,2.9820309,2.6713187,2.633964,1.9659683,0.49151179,0.17648394,0.037354665,0.31071216,0.0051675937,0.0011355003,5.2746376E-05,0.0049324466,0.0012573042,0.000414534,0.0022561918,0.012114864,0.0017551192,0.0005096313,0.0036132874,0.0041454459,0.054664966,0.16160786,0.021098868,0.0050530167,0.0016392173,0.0097139932,0.0002751332,0.046257713,0.0031589375,0.0044739471,0.0011105522,0,0.0009788165,8.5683882E-05,1.3162422E-05,0.000580287,-0.36495862,-0.044757658,0.19481113,-0.3684849,-0.094926858,0.048399659,-0.1,-0.66656771,-0.031480822,0.36932256,0.084112979,-0.21328717,0.097486369
2016,2.3585191,0,0.059268125,2.299251,3.0155888,2.7061783,2.6670549,1.995568,0.49280482,0.17868202,0.039123414,0.30941053,0.0052312138,0.0011574479,5.5602346E-05,0.0050068592,0.0014463171,0.0004513401,0.0024425479,0.012748596,0.0018649587,0.0005279027,0.0039584996,0.0042321289,0.053748905,0.16024244,0.020831209,0.0050347758,0.0016385202,0.0093322789,0.0002337808,0.047839324,0.0032193198,0.0045585838,0.0010802223,0,0.0009776028,8.2112058E-05,1.1162889E-05,0.0005802881,-0.35944173,-0.044218258,0.19418148,-0.36513967,-0.094403514,0.050138225,-0.1,-0.6629673,-0.029805357,0.36844216,0.084335814,-0.21408158,0.097180203
2017,2.3850346,0,0.043176875,2.3418578,3.0490741,2.7410061,2.700114,2.0251167,0.49411488,0.18088237,0.040892127,0.30806796,0.0052933976,0.0011786608,5.8218807E-05,0.0050675034,0.0016487807,0.0004865931,0.0026384095,0.013380402,0.0019758857,0.0005406113,0.0043114258,0.0043122383,0.052839037,0.15885559,0.020566272,0.0050165545,0.0016377329,0.0089496597,0.0001911605,0.049431251,0.0032741925,0.0046142338,0.0010490196,0,0.0009756214,7.8633388E-05,8.7091127E-06,0.0005802886,-0.35392484,-0.043678859,0.19355183,-0.36179444,-0.09388017,0.051876791,-0.1,-0.65934521,-0.028153727,0.36756576,0.08456159,-0.21479389,0.096874036
2018,2.4167081,0,0.032265625,2.3844425,3.0824545,2.7757555,2.7330982,2.0545783,0.4954349,0.18308494,0.042657296,0.30669899,0.0053541451,0.0011991393,6.0595834E-05,0.005114429,0.0018621726,0.0005203859,0.0028434452,0.014010346,0.0020878765,0.0005479174,0.0046710665,0.004385776,0.05193528,0.15744972,0.020303984,0.0049983466,0.001636879,0.0085817894,0.0001563086,0.051014466,0.0033240627,0.0046444112,0.0010171832,0,0.0009729165,7.5253739E-05,0.000008096,0.0005802889,-0.34840795,-0.043139459,0.19292218,-0.3584492,-0.093356826,0.053615358,-0.1,-0.65570115,-0.026527258,0.36669156,0.084789092,-0.21542412,0.09656787
2019,2.4530963,0,0.025655,2.4274413,3.1157241,2.8104324,2.7660163,2.0839653,0.4967614,0.18528966,0.044416063,0.30529177,0.0054134563,0.0012188833,6.27335E-05,0.0051476866,0.0020844456,0.000552807,0.0030573377,0.01463852,0.0022009092,0.0005499774,0.0050365625,0.0044527442,0.051037813,0.15602737,0.020044306,0.0049801493,0.0016359751,0.0082280835,0.0001278088,0.052573944,0.0033693986,0.0046522931,0.0009849319,0,0.0009695351,7.1975453E-05,0.000007898,0.000580289,-0.34289107,-0.042600059,0.19229252,-0.35510397,-0.092833482,0.055353924,-0.1,-0.65203482,-0.024482839,0.36581867,0.085017716,-0.21597224,0.096261703
2020,2.5424838,0,0.07252875,2.4699551,3.1488904,2.8450521,2.7988861,2.1132986,0.49809095,0.1874965,0.046166024,0.30383833,0.0054713313,0.0012378929,6.4631882E-05,0.0051673263,0.0023139254,0.0005839389,0.0032797791,0.015264997,0.0023149616,0.0005469427,0.005407152,0.0045131449,0.050146781,0.15459078,0.019787193,0.0049619651,0.0016350314,0.0078879818,0.000104503,0.05409787,0.0034106216,0.0046407432,0.0009524555,0,0.0009655231,6.8797146E-05,7.7902792E-06,0.000580289,-0.33759603,-0.042149966,0.19148945,-0.35119403,-0.092383622,0.056642132,-0.1,-0.64855737,-0.022381622,0.36494622,0.085246873,-0.216454,0.095860583
2021,2.6570033,0,0.14625187,2.5107514,3.1818333,2.8795078,2.8316036,2.142503,0.49939521,0.18970541,0.047904189,0.30232551,0.00552777,0.0012561682,6.6291054E-05,0.0051733907,0.0025490623,0.0006138444,0.003510425,0.015889421,0.002429994,0.0005389549,0.0057818879,0.0045669802,0.049260347,0.15313924,0.019532173,0.0049437611,0.0016340527,0.0075604263,8.543922E-05,0.055575408,0.0034479734,0.0046122395,0.0009198862,0,0.0009608929,6.5722325E-05,7.65692E-06,0.0005802891,-0.33274469,-0.041878484,0.19033954,-0.34615464,-0.092080731,0.057029622,-0.1,-0.6454823,-0.020762394,0.36406709,0.085471678,-0.21690085,0.095269557
2022,2.7323143,0,0.18119062,2.5511237,3.2145719,2.9138242,2.8642427,2.1717034,0.50062392,0.19191533,0.049581559,0.30074771,0.0055834912,0.0012741674,6.7799663E-05,0.0051723063,0.0027710205,0.0006426599,0.003741338,0.016499462,0.0025456668,0.0005285223,0.0061371762,0.0046179491,0.048377628,0.1516731,0.019278966,0.0049255177,0.0016330481,0.0072446655,6.9846869E-05,0.057000393,0.0034818564,0.0045691294,0.0008873579,0,0.0009556624,6.2751941E-05,7.4970886E-06,0.0005802891,-0.32811521,-0.041696308,0.18901622,-0.34055055,-0.091851325,0.056966754,-0.1,-0.64260106,-0.019300039,0.36362955,0.085683467,-0.21732852,0.094583576
2023,2.7824733,0,0.19056187,2.5919114,3.2473492,2.9482377,2.8970798,2.2011892,0.5017654,0.19412523,0.051157918,0.29911144,0.005639214,0.0012923489,6.9246329E-05,0.0051704855,0.00296472,0.0006705331,0.0039649146,0.017084213,0.002661671,0.0005180885,0.0064527337,0.0046697495,0.047500458,0.15019635,0.019027874,0.0049072562,0.0016320255,0.0069406965,5.710131E-05,0.058370764,0.0035128091,0.0045136414,0.0008550293,0,0.000949892,0.000059883,7.3671211E-06,0.0005802891,-0.32348573,-0.041514132,0.18769289,-0.33494645,-0.091621919,0.056903886,-0.1,-0.63970276,-0.017920777,0.36363072,0.085880226,-0.217737,0.093897596
2024,2.8069722,0,0.17415125,2.632821,3.2802949,2.9828741,2.9302281,2.231053,0.50284003,0.19633507,0.052646011,0.29742085,0.0056949384,0.0013107126,7.063107E-05,0.0051679339,0.0031355149,0.000697529,0.0041814292,0.017645634,0.0027780089,0.0005076556,0.0067336425,0.0047223812,0.046630243,0.14871231,0.018779112,0.0048889932,0.0016309859,0.0066483917,4.6683912E-05,0.059683942,0.0035411638,0.0044476782,0.0008230319,0,0.0009436367,5.7119274E-05,7.2651612E-06,0.0005802891,-0.31885624,-0.041331956,0.18636956,-0.32934235,-0.091392513,0.056841018,-0.1,-0.63678716,-0.016596186,0.36361486,0.086065467,-0.21812631,0.093211616
2025,2.8040919,0,0.13018687,2.673905,3.3134508,3.0177701,2.9637132,2.2613025,0.50386596,0.1985448,0.054056863,0.29568069,0.0057506644,0.0013292584,7.1953906E-05,0.0051646575,0.0032877788,0.0007237093,0.004391151,0.018185566,0.0028946842,0.0004972259,0.0069843695,0.0047758439,0.045768239,0.147224,0.018532875,0.004870744,0.0016299337,0.0063675772,0.00003817,0.060938625,0.0035672238,0.0043729383,0.0007914813,0,0.0009369437,5.4460511E-05,7.1898181E-06,0.0005802891,-0.31422676,-0.04114978,0.18504623,-0.32373825,-0.091163106,0.05677815,-0.1,-0.63385403,-0.015323079,0.36358657,0.086242318,-0.21849642,0.092525636
2026,2.8012462,0,0.086078125,2.7151681,3.3468239,3.0529269,2.9975267,2.2919099,0.50486238,0.20075441,0.055400172,0.29389707,0.0058063921,0.0013479864,7.3214857E-05,0.0051606628,0.0034251098,0.000749135,0.0045943499,0.018705801,0.0030117041,0.0004868018,0.0072088768,0.0048301373,0.044915791,0.14573451,0.018289386,0.0048525268,0.0016288732,0.0060980974,3.1212371E-05,0.062134766,0.0035912828,0.0042909438,0.0007604714,0,0.0009298617,5.1906483E-05,0.000007145,0.0005802891,-0.30959727,-0.040967604,0.1837229,-0.31813415,-0.0909337,0.056715282,-0.1,-0.63090313,-0.014112557,0.3635507,0.086414086,-0.21884736,0.091839656
2027,2.8157925,0,0.059268125,2.7565244,3.3803257,3.0882531,3.0315693,2.3227715,0.505834,0.20296384,0.056683786,0.29207262,0.0058621214,0.0013668965,7.4413941E-05,0.0051559529,0.0035503258,0.0007738552,0.0047912601,0.019207775,0.0031290658,0.0004763831,0.0074104746,0.0048852612,0.044073232,0.14424542,0.018048657,0.0048343445,0.0016278081,0.0058395595,2.5526062E-05,0.063272181,0.0036135328,0.0042030123,0.0007300706,0,0.0009224187,4.9455858E-05,7.1103823E-06,0.0005802891,-0.30496779,-0.040785428,0.18239958,-0.31253006,-0.090704294,0.056652414,-0.1,-0.62793422,-0.012963856,0.36350843,0.086581583,-0.21917911,0.091153676
2028,2.8410257,0,0.043176875,2.7978488,3.4138321,3.1236247,3.0657107,2.3537626,0.50677501,0.20517309,0.057914019,0.29020742,0.0059178523,0.0013859888,7.5551179E-05,0.0051505278,0.0036656198,0.0007979089,0.0049820834,0.019692626,0.0032467578,0.0004659675,0.0075919198,0.0049412153,0.043240148,0.1427571,0.017810545,0.004816188,0.0016267377,0.0055914174,2.0877721E-05,0.064350603,0.0036340934,0.0041102786,0.0007003277,0,0.0009146383,0.000047103,7.0650974E-06,0.0005802891,-0.3003383,-0.040603253,0.18107625,-0.30692596,-0.090474887,0.056589546,-0.1,-0.62494704,-0.011876047,0.36345833,0.086743805,-0.21949168,0.090467695
2029,2.8713513,0,0.032265625,2.8390857,3.4472883,3.1589855,3.0998891,2.3848242,0.50768279,0.20738214,0.059096431,0.28830277,0.0059735849,0.0014052631,7.6626589E-05,0.0051443885,0.0037727926,0.0008213339,0.0051670183,0.020161449,0.0033647704,0.0004555532,0.0077556506,0.0049979994,0.042416343,0.14127013,0.017574955,0.0047980518,0.0016256618,0.0053532024,1.7077225E-05,0.065370517,0.0036530852,0.0040137567,0.0006712865,0,0.0009065468,0.00004485,7.0088781E-06,0.0005802891,-0.29570882,-0.040421077,0.17975292,-0.30132186,-0.090245481,0.056526678,-0.1,-0.62194134,-0.010849142,0.36339975,0.086900303,-0.21978507,0.089781715
2030,2.9061927,0,0.025655,2.8805377,3.4806954,3.1943342,3.1340982,2.4159493,0.50855796,0.20959095,0.060235984,0.28636116,0.006029319,0.0014247195,7.7640191E-05,0.0051375366,0.0038733344,0.0008441677,0.0053462627,0.020615318,0.0034830964,0.0004451394,0.0079038367,0.0050556132,0.041601839,0.13978532,0.017341839,0.0047799336,0.0016245836,0.0051245153,1.3969555E-05,0.066333085,0.0036706326,0.0039143582,0.0006429809,0,0.0008981667,4.2691887E-05,6.9465977E-06,0.0005802891,-0.29089366,-0.040242766,0.17840333,-0.29562096,-0.089932847,0.056499591,-0.1,-0.61878967,-0.009878372,0.36333287,0.087051183,-0.22006366,0.089083668
2031,2.9950469,0,0.07252875,2.9225181,3.5140665,3.2296813,3.1683443,2.4471439,0.50940095,0.21179951,0.061336986,0.28438519,0.0060850548,0.001444358,0.000078592,0.0051299739,0.0039684535,0.0008664449,0.0055200061,0.021055221,0.0036017282,0.0004347252,0.0080383712,0.0051140564,0.040796647,0.13830339,0.017111149,0.0047618314,0.0016235029,0.0049049739,1.1428134E-05,0.067239784,0.0036868528,0.0038128822,0.0006154379,0,0.0008895204,4.0623923E-05,6.8791721E-06,0.0005802891,-0.28570713,-0.040072187,0.17700122,-0.28972647,-0.089453759,0.056544067,-0.1,-0.61536229,-0.008958546,0.36325782,0.087196518,-0.22033623,0.088361486
2032,3.1101839,0,0.14625187,2.9639321,3.5470299,3.2647029,3.2023034,2.4781534,0.5101492,0.2140008,0.062399501,0.28232699,0.0061408628,0.0014641612,7.9513207E-05,0.0051218402,0.0040572161,0.0008883268,0.0056878519,0.021482388,0.0037206412,0.0004244564,0.0081588959,0.0051733476,0.039999095,0.13682237,0.016882462,0.0047437128,0.0016224145,0.0046938747,9.3488395E-06,0.068048259,0.0037006642,0.0037098296,0.0005886617,0,0.0008806041,3.8643744E-05,6.7623218E-06,0.0005802891,-0.28033493,-0.039905474,0.17557285,-0.28373518,-0.088891443,0.056624323,-0.1,-0.61178305,-0.0080883051,0.36276285,0.087325521,-0.22060716,0.087627237
2033,3.1854086,0,0.18119062,3.0042179,3.5793429,3.2992345,3.2358104,2.5088668,0.5107558,0.2161878,0.063424124,0.2801084,0.0061968137,0.0014841117,0.000080435,0.0051132777,0.0041389423,0.0009099701,0.0058494365,0.021898125,0.0038398184,0.0004144765,0.0082652121,0.0052335053,0.039208276,0.13534135,0.016655521,0.0047255579,0.001621317,0.004490703,0.000007647,0.06868454,0.0037101948,0.0036055737,0.0005626614,0,0.0008714251,3.6746204E-05,6.6029092E-06,0.0005802891,-0.27496273,-0.039738761,0.17414447,-0.2777439,-0.088329127,0.056704579,-0.1,-0.60817797,-0.0072671953,0.36183629,0.087430104,-0.22087645,0.086892989
2034,3.2345717,0,0.19056187,3.0440098,3.6112295,3.333551,3.2691354,2.5395246,0.51125031,0.21836055,0.064415607,0.27767849,0.0062529076,0.0015042095,8.1357285E-05,0.0051042918,0.0042150775,0.0009313995,0.0060050081,0.022303502,0.0039592673,0.0004047801,0.0083592777,0.0052945292,0.038425597,0.13386291,0.016430587,0.0047073877,0.0016202151,0.0042954313,6.2545949E-06,0.069094282,0.003714098,0.0035005665,0.0005374635,0,0.0008620191,3.4932081E-05,6.4621775E-06,0.0005802891,-0.26959053,-0.039572047,0.1727161,-0.27175261,-0.087766811,0.056784836,-0.1,-0.60454662,-0.0064942403,0.3608817,0.087515362,-0.2211441,0.08615874
2035,3.2575877,0,0.17415125,3.0834365,3.6427986,3.3677999,3.3024219,2.5702467,0.51165617,0.22051908,0.065377994,0.27499866,0.0063091445,0.0015244547,8.228016E-05,0.0050948872,0.0042867757,0.0009526363,0.0061548008,0.022699469,0.0040789933,0.0003953609,0.0084427728,0.0053564191,0.037652138,0.13238915,0.016207858,0.0046892191,0.0016191098,0.0041079591,5.1154833E-06,0.069236323,0.0037112454,0.0033951954,0.0005130834,0,0.000852424,3.3201762E-05,6.347755E-06,0.0005802891,-0.26421832,-0.039405334,0.17128773,-0.26576132,-0.087204495,0.056865092,-0.1,-0.60088858,-0.0057598614,0.35990495,0.087585339,-0.22141012,0.085424491
2036,3.2527252,0,0.13018687,3.1225384,3.674078,3.4020368,3.335722,2.6010645,0.51199399,0.22266346,0.066314852,0.27204116,0.0063655244,0.0015448471,8.3203592E-05,0.0050850684,0.0043549823,0.0009737013,0.0062990434,0.023086918,0.0041990027,0.000386213,0.0085171726,0.0054191747,0.036888822,0.13092195,0.015987505,0.0046710676,0.001618002,0.0039281515,4.1837722E-06,0.069080658,0.0037007113,0.0032897939,0.0004895382,0,0.0008426751,3.155182E-05,6.259773E-06,0.0005802891,-0.25884612,-0.03923862,0.16985936,-0.25977003,-0.086642179,0.056945349,-0.1,-0.59720339,-0.0050606317,0.3589112,0.087643584,-0.22167449,0.084690242
2037,3.2473965,0,0.086078125,3.1613183,3.7050671,3.436279,3.3690494,2.6319705,0.5122852,0.22479378,0.067229532,0.26878815,0.0064220474,0.0015653868,8.4127581E-05,0.005074841,0.0044205122,0.0009946173,0.0064379693,0.023466773,0.0043193067,0.0003773306,0.0085838247,0.0054827958,0.036136641,0.12946332,0.015769727,0.0046529511,0.0016168929,0.0037558846,3.4218363E-06,0.068606777,0.0036817676,0.0031846603,0.0004668392,0,0.0008328034,2.9975396E-05,6.2023483E-06,0.0005802891,-0.25347392,-0.039071907,0.16843099,-0.25377874,-0.086079864,0.057025605,-0.1,-0.5934906,-0.0044026472,0.35790581,0.087693794,-0.22193724,0.083955993
2038,3.2589557,0,0.059268125,3.1996875,3.7356738,3.470448,3.4023237,2.662877,0.51253646,0.22691021,0.068124289,0.26522583,0.0064787134,0.0015860737,8.5052128E-05,0.0050642069,0.0044838815,0.0010153949,0.0065717653,0.023839597,0.0044399018,0.0003687064,0.0086437146,0.0055472819,0.035395771,0.12801396,0.015554537,0.0046348729,0.0016157825,0.0035908879,2.798744E-06,0.067800712,0.0036537672,0.0030800246,0.0004449772,0,0.0008228266,2.8472554E-05,6.1557328E-06,0.0005802891,-0.24810172,-0.038905194,0.16700261,-0.24778745,-0.085517548,0.057105861,-0.1,-0.58974972,-0.0037857945,0.35689045,0.087737115,-0.22219834,0.083221744
2039,3.2806965,0,0.043176875,3.2375197,3.7657726,3.5044286,3.435428,2.6936716,0.51274359,0.22901289,0.069000518,0.26134399,0.0065355225,0.0016069079,8.597723E-05,0.005053165,0.0045453851,0.0010360348,0.0067005781,0.024205668,0.0045607719,0.0003603313,0.008697543,0.005612633,0.034665781,0.12657355,0.015341815,0.004616825,0.0016146704,0.0034327966,2.2891258E-06,0.066653929,0.0036161467,0.0029760604,0.0004239372,0,0.0008127531,2.7042898E-05,6.0993362E-06,0.0005802891,-0.24272951,-0.03873848,0.16557424,-0.24179616,-0.084955232,0.057186118,-0.1,-0.58598027,-0.0032097006,0.35586407,0.087772827,-0.2224578,0.082487495
2040,3.3073332,0,0.032265625,3.2750676,3.7953079,3.5381694,3.4683099,2.7243024,0.51290547,0.23110196,0.069859586,0.2571385,0.0065924746,0.0016278894,8.690289E-05,0.0050417151,0.0046052922,0.0010565396,0.0068245567,0.024565303,0.0046819037,0.0003521972,0.0087459634,0.0056788486,0.033946417,0.12514205,0.015131479,0.0045988023,0.0016135563,0.0032812944,1.8722831E-06,0.065163311,0.0035684904,0.0028729234,0.0004037075,0,0.0008025935,0.000025679,0.000006033,0.0005802891,-0.23717059,-0.038575618,0.16411899,-0.2357065,-0.084309522,0.057302055,-0.1,-0.58204466,-0.0026750715,0.3548264,0.087800738,-0.22271801,0.081740852
2041,3.3383006,0,0.025655,3.3126456,3.8242819,3.5716716,3.5009688,2.7547673,0.51302396,0.23317756,0.070702863,0.25261024,0.0066495696,0.001649018,8.7829105E-05,0.0050298579,0.0046638555,0.0010769143,0.0069438539,0.024918859,0.0048032876,0.0003442966,0.0087895931,0.0057459286,0.033237599,0.12371962,0.014923487,0.004580803,0.00161244,0.0031361077,1.531316E-06,0.063330148,0.0035105132,0.0027707458,0.0003842681,0,0.0007923549,2.437744E-05,5.9613434E-06,0.0005802891,-0.23123822,-0.038420456,0.16260998,-0.22942008,-0.083497024,0.057489354,-0.1,-0.57780218,-0.0021807299,0.35377792,0.087821168,-0.2229837,0.080969421
2042,3.4219127,0,0.07252875,3.349384,3.8525415,3.604736,3.5332135,2.7849151,0.51306539,0.23523297,0.071522525,0.24780551,0.006706892,0.0016702769,8.8753679E-05,0.0050176816,0.0047127999,0.0010973825,0.0070584352,0.025267598,0.0049249028,0.0003365467,0.0088273639,0.0058138916,0.032539237,0.12230639,0.014717797,0.0045628252,0.0016113214,0.0029969746,1.252392E-06,0.061200041,0.0034429888,0.002669728,0.0003656008,0,0.0007820504,2.3138747E-05,5.883523E-06,0.0005802891,-0.22511913,-0.038269146,0.1610741,-0.22303528,-0.082601132,0.057712333,-0.1,-0.5733852,-0.0017261783,0.35231632,0.087828312,-0.22325726,0.080185596
2043,3.5309733,0,0.14625187,3.3847214,3.8798613,3.6370607,3.5647501,2.8145156,0.51297297,0.2372615,0.072310608,0.24280068,0.0067645259,0.001691649,8.9674412E-05,0.0050052662,0.0047450281,0.0011181259,0.0071681674,0.025611969,0.0050466893,0.0003288632,0.008857894,0.0058827561,0.03184994,0.12090023,0.014514053,0.004544839,0.0016101987,0.0028634436,1.0241393E-06,0.058852022,0.0033674846,0.0025700844,0.0003476813,0,0.0007716772,2.1958882E-05,5.7584866E-06,0.0005802891,-0.21900004,-0.038117836,0.15953821,-0.21665049,-0.081705241,0.057935313,-0.1,-0.56892906,-0.0013137099,0.35042743,0.087812378,-0.22353868,0.079401772
2044,3.6003551,0,0.18119062,3.4191645,3.9063594,3.6686982,3.5956281,2.8436248,0.51274002,0.23926331,0.073070132,0.2376612,0.0068224712,0.0017131344,9.0591306E-05,0.0049926068,0.0047633488,0.0011391032,0.0072731304,0.025951657,0.0051686088,0.0003212412,0.0088817175,0.005952522,0.031168907,0.11949995,0.014312036,0.0045268258,0.0016090707,0.0027351776,8.373213E-07,0.056352492,0.003285452,0.0024720245,0.0003304877,0,0.0007612293,2.0834435E-05,5.5947655E-06,0.0005802891,-0.21288095,-0.037966525,0.15800233,-0.21026569,-0.080809349,0.058158292,-0.1,-0.56443296,-0.0009467236,0.34850351,0.087772213,-0.22382796,0.078617947
2045,3.6436077,0,0.19056187,3.4530458,3.9323597,3.6999106,3.6261048,2.87247,0.51239619,0.24123859,0.073805789,0.23244915,0.006880728,0.0017347331,9.1504363E-05,0.0049797082,0.004770524,0.001160312,0.0073735311,0.026287312,0.0052906743,0.0003136815,0.0088998915,0.0060231889,0.03049717,0.11810743,0.014111969,0.004508806,0.0016079385,0.0026121343,6.8447135E-07,0.05375863,0.0031983423,0.0023758003,0.0003140109,0,0.0007507315,1.9763318E-05,5.45042E-06,0.0005802891,-0.20676186,-0.037815215,0.15646644,-0.2038809,-0.079913457,0.058381271,-0.1,-0.55989606,-0.0006299066,0.34655194,0.08771293,-0.22412511,0.077834122
2046,3.6607272,0,0.17415125,3.4865759,3.9580663,3.7308513,3.6563298,2.9011769,0.51196531,0.24318756,0.074521442,0.22721505,0.0069392963,0.0017564449,9.2413582E-05,0.0049665746,0.0047687759,0.0011817479,0.0074695625,0.026619486,0.0054128963,0.0003061842,0.0089133038,0.0060947565,0.029835506,0.11672421,0.013914023,0.0044907961,0.0016068032,0.0024942291,5.5945097E-07,0.05111708,0.0031074118,0.0022816133,0.0002982398,0,0.0007402107,1.8743359E-05,5.3326596E-06,0.0005802891,-0.20064277,-0.037663904,0.15493056,-0.1974961,-0.079017565,0.058604251,-0.1,-0.55531752,-0.0003675291,0.34457864,0.087638639,-0.22443013,0.077050297
