,gamma_autocorrelation,ocean_heat_capacity[0],ocean_heat_capacity[1],ocean_heat_capacity[2],ocean_heat_transfer[0],ocean_heat_transfer[1],ocean_heat_transfer[2],deep_ocean_efficacy,sigma_eta,sigma_xi,forcing_4co2,iirf_0[CO2],iirf_uptake[CO2],iirf_temperature[CO2],iirf_airborne[CO2],erfari_radiative_efficiency[BC],erfari_radiative_efficiency[OC],erfari_radiative_efficiency[Sulfur],erfari_radiative_efficiency[NOx],erfari_radiative_efficiency[VOC],erfari_radiative_efficiency[NH3],erfari_radiative_efficiency[CH4],erfari_radiative_efficiency[N2O],erfari_radiative_efficiency[Equivalent effective stratospheric chlorine],aci_shape[Sulfur],aci_shape[BC],aci_shape[OC],aci_scale,ozone_radiative_efficiency[CH4],ozone_radiative_efficiency[N2O],ozone_radiative_efficiency[Equivalent effective stratospheric chlorine],ozone_radiative_efficiency[CO],ozone_radiative_efficiency[VOC],ozone_radiative_efficiency[NOx],forcing_scale[CH4],forcing_scale[N2O],forcing_scale[CFC-11],forcing_scale[CFC-12],forcing_scale[CFC-113],forcing_scale[CFC-114],forcing_scale[CFC-115],forcing_scale[HCFC-22],forcing_scale[HCFC-141b],forcing_scale[HCFC-142b],forcing_scale[CCl4],forcing_scale[CHCl3],forcing_scale[CH2Cl2],forcing_scale[CH3Cl],forcing_scale[CH3CCl3],forcing_scale[CH3Br],forcing_scale[Halon-1211],forcing_scale[Halon-1301],forcing_scale[Halon-2402],forcing_scale[CF4],forcing_scale[C2F6],forcing_scale[C3F8],forcing_scale[c-C4F8],forcing_scale[C4F10],forcing_scale[C5F12],forcing_scale[C6F14],forcing_scale[C7F16],forcing_scale[C8F18],forcing_scale[NF3],forcing_scale[SF6],forcing_scale[SO2F2],forcing_scale[HFC-125],forcing_scale[HFC-134a],forcing_scale[HFC-143a],forcing_scale[HFC-152a],forcing_scale[HFC-227ea],forcing_scale[HFC-32],forcing_scale[HFC-365mfc],forcing_scale[HFC-4310mee],forcing_scale[HFC-23],forcing_scale[HFC-236fa],forcing_scale[HFC-245fa],forcing_scale[Stratospheric water vapour],forcing_scale[Land use],forcing_scale[Volcanic],forcing_scale[Solar],forcing_scale[Light absorbing particles on snow and ice],forcing_scale[CO2],baseline_concentration[CO2],seed,stochastic_run,use_seed
231741,5.943249595,5.628917945,6.780831798,94.67658812,1.474433912,2.68742544,2.470432948,1.763994928,1.447578454,0.716622419,9.772647447,31.19639767,0.001362141,2.30510318,0.003177357,0.05489121,-0.003213964,-0.001115087,-9.58E-05,-3.05E-05,-0.000618595,-3.45E-06,-6.86E-05,-1.04E-05,0.048190658,3.76E-38,1.50E-12,-0.860115413,0.00025937,0.001238281,2.25E-05,8.98E-05,0.000761179,0.002244179,1.24580586,1.077862462,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,1.033970319,0.829290208,0.886891804,1.148097382,1.479233529,1.987950958,1.130050352,278.2539841,93820422,TRUE,TRUE
233302,7.926865948,5.956293703,28.7583306,86.06763809,1.37649947,0.993446358,1.911578685,1.185262396,1.383134664,0.464601692,7.455450952,35.53143989,-0.003100477,-1.165122618,0.00692559,0.014889591,-0.002235307,-0.002089658,-0.000118376,-3.66E-05,-0.000631927,-2.96E-06,-3.81E-05,-7.59E-06,0.00657755,0.000729548,1.75E-11,-1.382281162,0.000229867,0.001512695,-6.24E-05,0.000147976,-9.91E-06,0.001495147,1.031229378,1.028038986,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,0.986004525,1.344058094,1.208309354,1.001020098,0.705333538,1.626891333,0.965059573,280.5790772,94443261,TRUE,TRUE
235104,12.19577996,4.79986682,27.74210935,40.93106639,1.459048095,2.919574267,2.175325183,1.48646984,1.962068209,0.579726898,8.311683281,28.20443091,0.002530497,4.696023077,0.001207605,0.017316228,-0.003535701,-0.001381914,-0.00011594,-1.05E-05,-0.000585621,-3.59E-06,-3.48E-05,-9.45E-06,2.45E-07,0.003514574,1.92E-07,-34.38389748,0.000210346,0.000593009,-8.76E-05,-1.85E-05,0.000471702,0.001488015,1.179980088,0.978590646,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,1.147563844,0.870565172,1.389000767,1.015341245,1.234895436,-0.324454872,1.025647041,281.2414814,95162259,TRUE,TRUE
235496,15.36747598,4.910290185,26.48260392,45.90158688,1.67750588,2.247780879,3.510102945,1.822969222,1.378403955,0.383949238,8.971825167,36.31674713,-0.001603239,-1.607257115,0.005425376,0.027785399,-0.003391946,-0.000109806,-7.52E-05,-2.60E-06,-0.000602292,-2.42E-06,-1.08E-05,-7.21E-06,0.013688037,4.90E-05,2.30E-15,-1.553510493,0.000204481,0.000632779,1.07E-05,0.000117053,0.000397754,0.002300976,1.065299714,0.85988528,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,1.138535732,0.816969974,0.928523603,1.300189802,1.50164597,0.484759197,1.07117002,277.3537761,95318667,TRUE,TRUE
237430,6.233460432,2.195111211,22.13666399,108.2504097,1.285105616,1.415667011,1.701346781,0.766164565,1.099877564,0.228137179,7.923837232,29.11809445,0.001701636,5.511966649,0.001035795,0.022093455,-0.003988552,-0.00371009,-4.97E-05,-1.35E-05,-0.00055648,-2.19E-06,-1.28E-05,-8.70E-06,0.009198645,5.75E-09,0.00028726,-0.929219801,0.000198085,0.001364325,-9.19E-05,5.37E-05,-0.0001675,0.00011389,1.081365388,1.070949084,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.058360431,1.374160366,1.038766513,1.164714752,0.846371329,0.411458644,0.998708491,278.5778123,96090333,TRUE,TRUE
238727,3.698725458,4.556571145,19.63157136,77.03753346,1.223533064,2.154482116,8.53593055,1.569297499,1.226683868,0.683557158,9.83913839,31.50696572,0.002138009,0.592345359,0.00408397,0.022311568,-0.000185276,-0.002501129,-8.09E-05,-3.29E-05,-0.00063133,-1.99E-06,-2.73E-05,-8.29E-06,0.002979115,1.72E-14,0.00346072,-4.061695991,0.000181504,0.001681323,-6.28E-05,3.26E-06,0.000491185,0.001823322,1.075726292,1.02313639,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.034444976,1.831426307,1.102437203,0.986653959,0.679573321,0.622516784,1.135074079,277.1964212,96607836,TRUE,TRUE
240434,10.34044199,4.166819623,10.02017913,119.9687356,1.720864925,3.540644992,0.93034957,1.142889536,1.022241046,0.52374478,8.268188243,29.05726148,0.0041986,4.271959476,0.000630081,0.022868202,-0.001752074,-0.002442121,-0.000104347,-2.26E-05,-0.000671153,-1.66E-06,-4.61E-05,-8.98E-06,6.40E-07,4.48E-06,6.15E-07,-6644.488275,0.000197158,0.000683411,-0.000118614,-2.54E-05,0.000360304,0.00064573,1.003728773,0.914169826,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.148788433,1.008124152,0.613355901,0.967320623,0.878165196,1.902437992,1.02299419,276.4306851,97288929,TRUE,TRUE
243329,5.04842198,3.127139081,22.54948995,110.355062,1.046512277,2.270897813,0.566055194,1.08294577,0.495995938,0.454524084,7.656131288,32.33689972,-0.000498987,4.705871874,0.001519187,0.033908445,-0.004605603,-0.005809714,-8.62E-05,-1.58E-05,-0.000579588,-1.99E-06,-6.18E-05,-8.50E-06,0.030810009,3.32E-31,0.013206883,-0.763570122,0.000253825,0.000916757,0.000118586,-6.02E-05,8.00E-05,0.000877191,1.036562524,1.197705132,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,1.114982055,2.203823417,1.390492813,0.930814788,1.18435486,1.121517112,0.979566503,277.5139965,98444034,TRUE,TRUE
244039,1.036548189,5.656674591,20.9823802,37.76556346,0.811491938,1.13994598,0.642628277,1.286680566,0.070973807,0.150629264,5.779663083,24.9796425,0.004442987,6.48687139,-0.000874318,0.032336358,-0.000920618,-0.006850601,-8.26E-05,-3.14E-05,-0.000587536,-1.64E-06,-3.43E-05,-7.85E-06,0.005743295,0.038868172,0.04261566,-1.10444694,0.000264534,0.001168777,1.83E-05,-4.71E-05,0.000259976,0.00030775,0.908782179,1.1339225,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.931682192,0.734711887,1.061131849,1.155699248,0.68724107,0.736890496,0.842701041,282.4890295,98727324,TRUE,TRUE
244886,1.850726909,1.972346509,10.07337925,107.9732096,0.76581123,3.486859542,0.961348945,1.350120391,0.283214541,0.360531543,6.796968952,28.78381071,0.006018664,2.539942455,-0.000158736,0.018180987,-0.004556765,-0.004137321,-7.21E-05,-1.36E-06,-0.000640275,-1.91E-06,-1.87E-05,-6.71E-06,0.012385542,85.14804398,2.78E-11,-1.099197719,0.00027753,0.000770478,3.77E-05,9.03E-05,0.000103994,0.001562899,1.056860445,1.124768756,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.032303474,1.130563911,0.647822092,0.962486061,1.546297363,-0.230280902,0.915492252,276.9426198,99065277,TRUE,TRUE
245029,4.049384036,4.712212701,9.625548704,60.44385129,1.390066852,2.123163147,0.506794814,1.24207438,0.649834897,0.631085927,8.714456677,28.68209977,0.004406352,6.332848841,-0.000794964,0.033803457,-0.007479174,-0.001844617,-6.66E-05,-1.42E-05,-0.000641436,-2.28E-06,-6.73E-05,-9.86E-06,0.02597247,3.85E-34,0.096442598,-1.489526483,0.000250676,0.001566029,-9.65E-05,-7.33E-05,0.000268964,0.002105969,1.334271278,0.764876527,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,0.951653023,1.380182012,0.426571523,1.107194866,1.041697196,0.201266587,1.053959971,276.4223913,99122334,TRUE,TRUE
245294,0.750732544,4.967597822,23.25569807,99.77986178,1.301577543,2.296760095,0.866842009,0.983832342,0.138589553,0.494524748,7.47996931,31.28092504,0.001845333,-0.622319713,0.005169277,0.026180567,-0.008609165,-0.002849047,-0.000107871,-3.96E-05,-0.000579814,-1.06E-06,-4.32E-05,-7.49E-06,0.000755305,0.000706276,2.28E-27,-12.05645474,0.000236154,0.000977587,-1.91E-05,-5.79E-05,0.0002567,0.00078521,0.995808715,0.93922071,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,0.951804972,1.657269618,0.69534548,0.747916468,0.958133564,0.920535153,0.966590902,279.3467278,99228069,TRUE,TRUE
245489,3.015262004,2.990280729,17.44490259,176.3339854,1.071817095,3.644045472,0.70036763,1.126930436,0.913357845,0.616159667,7.453711277,30.79858914,0.002155938,1.634168068,0.004155671,0.01969329,-0.001931982,-0.001937188,-5.31E-05,-8.80E-06,-0.000671875,-1.25E-06,-3.40E-05,-8.35E-06,0.00112101,0.034054458,1.27E-26,-6.345742957,0.000267381,0.001326262,9.14E-05,0.000138084,0.000681044,0.002020119,0.994709319,0.972489327,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,0.907649678,1.522605229,1.090715622,0.974407022,0.971473103,0.937863539,0.964942303,276.3369378,99305874,TRUE,TRUE
248009,5.024501216,4.18696333,6.832775431,98.21511734,1.868541764,2.224525835,2.408567215,1.409339109,0.778711215,0.549601613,6.106614183,30.19832886,0.003383412,1.844129151,0.000687553,0.035632354,-0.002992597,-0.002438928,-6.72E-05,-1.88E-05,-0.000657255,-3.02E-06,-2.02E-05,-8.36E-06,7.22E-07,7.38E-85,4.69E-08,-447.901608,0.000277696,0.001065937,-0.000135914,-0.000196333,0.000202645,2.50E-05,1.174336493,1.042820219,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.789575637,0.188856899,1.527053348,1.151881762,1.269135158,-0.136889225,0.867929089,280.0596689,100311354,TRUE,TRUE
248407,3.902933759,4.023107854,6.246544173,89.7188511,1.245117281,1.688565923,1.276098956,0.700919002,0.576859461,0.459733109,7.48136475,28.3999009,0.003858667,4.738626257,0.000123795,0.01166593,-0.001233528,-0.001296645,-5.32E-05,-2.00E-05,-0.000633627,-2.17E-06,-5.05E-05,-8.48E-06,0.000760627,0.009072927,1.21E-25,-9.989450995,0.000252792,0.001252803,-1.04E-05,9.70E-05,0.000213355,0.001023311,1.104481019,1.099384981,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,0.95100745,1.361262843,0.997026248,0.967658884,1.188556497,0.74147823,0.966683457,278.9059258,100470156,TRUE,TRUE
253127,6.627052054,4.259243787,19.6355556,32.83400204,0.740862392,3.496703397,0.713232917,1.536164345,0.953786918,0.496886102,6.763088406,33.0886806,-0.000816848,4.481757458,0.00109633,0.015328654,-0.003837894,-0.003329727,-7.23E-05,-4.52E-06,-0.000636575,-3.02E-06,-1.05E-05,-8.04E-06,0.000966013,0.001900008,1.59E-27,-9.831871366,0.000219627,0.001632603,-9.65E-05,-1.44E-05,0.00029554,0.002109477,1.0529337,1.186565873,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.034592146,1.31398021,1.104469935,1.155509307,1.064622628,1.344356979,0.913164501,278.0282073,102353436,TRUE,TRUE
253233,1.562824465,4.702537872,27.44849713,131.2118733,1.544975978,2.234433323,0.879791414,1.038321602,0.841939436,0.46075527,7.585512328,38.82529617,-0.004281155,-0.294190319,0.005505366,0.019752134,-0.004268781,-0.003712275,-9.85E-05,-1.78E-05,-0.000581392,-2.04E-06,-3.71E-05,-8.24E-06,1.00E-06,3.89E-10,1.80E-05,-3389.820067,0.00029397,0.001181882,7.30E-05,-7.59E-05,5.72E-05,0.000912511,1.075860265,0.898469367,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,1.016826773,0.544206682,0.983051947,0.924907025,0.925735545,0.25658065,0.974554009,276.109904,102395730,TRUE,TRUE
257198,9.562797513,4.786075448,21.3121477,134.1541639,1.838787087,1.791125845,1.43136941,1.300055122,1.145896861,0.545960494,7.876646111,32.209736,0.001158827,-0.271915763,0.004989477,0.030542973,-0.005954157,-0.004316831,-6.58E-05,-1.60E-05,-0.000585668,-4.08E-06,-5.52E-05,-8.61E-06,0.051408601,5.08E-41,0.427265204,-0.575654999,0.000233651,0.001047925,-6.46E-05,-4.41E-05,0.00022613,0.001625461,1.082992862,1.055202331,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,1.099763574,0.662105809,0.339827973,0.8098368,0.784713035,1.561444375,0.995430799,278.4725208,103977765,TRUE,TRUE
259841,8.872808307,3.55490318,5.38227788,118.738427,1.371564126,2.52165378,0.583011438,0.947611875,1.336936227,0.513928046,8.401086107,31.29551158,0.00057802,4.951420329,0.000512944,0.008746858,-0.006348033,-0.001123711,-6.62E-05,-1.39E-05,-0.00063134,-3.65E-06,-5.53E-05,-8.66E-06,0.00639839,0.614725281,1.48E-18,-1.146210328,0.000253568,0.001211344,-0.000137975,-3.06E-05,0.000472258,0.001330673,1.120417172,1.011846369,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,0.919352325,1.203133108,1.045161167,0.934878006,0.798445792,1.335337842,1.032040606,280.7458863,105032322,TRUE,TRUE
261458,8.114371714,3.659563483,13.96922357,89.63396618,1.120934129,5.148568985,0.555292849,1.095082801,1.135761453,0.428717389,6.816273808,30.19283024,0.001770317,1.29866225,0.004681881,0.059508667,-0.003019447,-0.00145138,-9.20E-05,-2.70E-05,-0.000526697,-3.07E-06,-2.30E-05,-5.55E-06,0.133550239,6.42E-41,0.837665355,-1.681646889,0.000271163,0.001253386,-3.30E-05,8.98E-05,0.000431622,0.000539911,0.99219896,1.092898954,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.98688013,0.933660249,0.375106585,0.659444756,0.842043191,1.995113641,0.916812819,278.5597368,105677505,TRUE,TRUE
262663,7.000151856,3.995577615,17.21094065,137.3420351,1.406913824,2.023093978,0.580995543,1.099211768,0.760770683,0.542643108,7.830270596,27.63015919,0.004289133,5.143354725,-0.000508237,0.022746337,-0.001983092,-0.004563405,-6.50E-05,8.12E-07,-0.00061381,-2.92E-06,-2.86E-05,-7.10E-06,1.08E-06,2.52E-90,1.66E-07,-4242.256465,0.000285238,0.001322797,-0.000214377,4.44E-05,0.000442962,0.000785689,1.048218271,1.066801039,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,1.071481399,-0.033018472,1.363852253,1.156699536,1.470159165,0.341938775,0.99227618,279.0330337,106158300,TRUE,TRUE
265330,7.156794537,5.153008807,20.06993139,22.20958087,1.21942742,2.175367482,1.303540242,1.54140246,0.853466735,0.468423584,8.001517227,37.35330084,-0.005345238,1.796965706,0.004470374,0.00935275,-0.006479709,-0.00111103,-8.43E-05,-1.08E-05,-0.000632536,-4.22E-06,-2.81E-05,-6.57E-06,2.12E-07,2.71E-06,2.79E-07,-29849.66786,0.000175961,0.000997665,-1.68E-05,8.70E-05,0.000286367,0.000642196,1.127176941,0.885747917,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,1.083098934,0.894248294,0.829088694,0.989722457,1.241249851,-0.044233895,1.003937938,281.4186444,107222433,TRUE,TRUE
265631,1.998230144,6.15136644,10.50243518,79.90059057,1.648279489,0.579446473,0.803005502,1.399278055,0.631937833,0.38497977,5.909945288,32.7091189,0.001105804,0.470236304,0.004688099,0.04775803,-0.003086745,-0.003954215,-5.76E-05,-1.64E-05,-0.000626906,-6.02E-06,-4.20E-05,-9.01E-06,0.024505589,6.70E-31,0.05923628,-0.582889512,0.00024138,0.001478483,-0.000100134,0.000367549,0.000551616,0.001753484,0.873744751,1.056884191,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.027178936,1.868007903,0.9709034,0.970935249,1.389072159,1.63356913,0.853266277,275.7220565,107342532,TRUE,TRUE
265755,2.473485148,6.032401259,22.52863864,135.3239396,1.123752237,1.273061011,1.877914717,1.317110655,0.672781356,0.584863684,7.152548098,29.23671996,0.002982013,1.130244389,0.004863528,0.03788973,-0.006564442,-0.001888074,-6.35E-05,-2.81E-05,-0.000643323,-5.62E-07,-5.81E-05,-7.87E-06,4.54E-07,5.39E-09,5.11E-06,-11302.10839,0.000243341,0.00132161,-8.48E-05,-2.78E-05,0.000755207,0.000513538,1.120795655,1.049258353,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.997106135,0.745475865,0.819262994,1.407237066,1.094964719,1.172344678,0.942232712,277.8227879,107392008,TRUE,TRUE
