1967,0.76875547,-0.021502656,0.09177875,0.69847938,1.2317334,1.1871485,1.1852703,0.79886038,0.31489612,0.071513808,0.001878203,0.044584935,0.001325,0.00019513,0,0.000233273,0,0,0,0,0,0,0,0.0001248,0.00764375,0.0231648,0.00109755,0.001693685,0.00000693,0.0088491,0.00040332,0.0012997,0,0,0.0000009,0,0.00000016,0.000000495,0.000017545,0.000407,-0.25239728,-0.02419055,0.11498321,-0.27942264,-0.044215828,0.046421251,-0.065972724,-0.50819842,0,0.24206447,0.05374326,-0.13194545,0.063479343
1968,0.60919867,-0.22027349,0.10839937,0.72107279,1.2623207,1.2121168,1.2101061,0.81597004,0.32121912,0.072916921,0.002010695,0.05020391,0.001415,0.000201737,0,0.000253558,0,0,0,0,0,0,0,0.0001404,0.00898875,0.0264864,0.00123255,0.001781105,0.00001215,0.00915525,0.00053316,0.0015621,0,0,0.00000165,0,0.00000032,0.00000099,0.000017985,0.0004315,-0.26083496,-0.024653739,0.11679973,-0.28602801,-0.045768731,0.045211691,-0.066395898,-0.51433744,0,0.24766418,0.05482808,-0.1327918,0.064224045
1969,0.57531732,-0.29635474,0.1176525,0.75401956,1.2978167,1.2413032,1.2391578,0.83695475,0.32771921,0.074483888,0.00214534,0.056513515,0.001505,0.000208734,0,0.000275606,0,0,0,0,0,0,0,0.000156,0.0105125,0.0302192,0.00138735,0.001871935,0.00001881,0.0094497,0.0006954,0.0018822,0,0,0.00000285,0,0.00000048,0.00000165,0.00001844,0.000453,-0.26443433,-0.025476503,0.1231353,-0.29210889,-0.047333139,0.044333257,-0.066984348,-0.52114886,0,0.25330516,0.055943484,-0.1339687,0.066506103
1970,0.84740204,-0.055430781,0.10840375,0.79442908,1.3310768,1.2675191,1.2652394,0.85481939,0.33428801,0.076131978,0.002279715,0.063557715,0.001595,0.000216143,0,0.000299572,0,0,0,0,0,0,0,0.000169,0.0122625,0.034384,0.00156495,0.001966485,0.000027,0.0097331,0.0008787,0.002242,0,0,0.0000048,0,0.0000008,0.000002475,0.000018905,0.000472,-0.2619395,-0.026562219,0.13593638,-0.29744012,-0.048950414,0.041856888,-0.066780012,-0.52760458,0,0.25895579,0.057070883,-0.13356002,0.0704297
1971,1.0370201,0.11420984,0.087416875,0.83539343,1.3614656,1.2901423,1.2877261,0.86912845,0.340819,0.077778651,0.002416171,0.07132333,0.00168,0.000223988,0,0.000325622,0,0,3.36E-07,0,0.000001625,0,0,0.0001846,0.01426625,0.038976,0.00176865,0.0020646,0.0000369,0.0100061,0.0010617,0.002623,0,0,0.0000075,0,0.00000112,0.00000363,0.00001938,0.0004885,-0.26283081,-0.027509619,0.14984324,-0.30406198,-0.050702525,0.033300018,-0.063699936,-0.53173589,0,0.26458547,0.058191994,-0.12739987,0.073116936
1972,1.0974394,0.15327859,0.072148125,0.87201267,1.3994063,1.3196643,1.3171044,0.89018132,0.34741694,0.0795061,0.002559912,0.079742075,0.001765,0.000232293,0,0.000353937,0,0,1.01E-06,0,0.000004875,0,0,0.0002028,0.01649125,0.043936,0.0020022,0.00216628,0.00004869,0.0102687,0.0012552,0.003029,0,0.0000036,0.00001125,0,0.00000192,0.000005115,0.00001987,0.000503,-0.27495228,-0.028126902,0.15494896,-0.31230946,-0.052583936,0.023326734,-0.060207678,-0.53476265,0,0.27045665,0.059324805,-0.12041536,0.072955152
1973,1.0624488,0.10632755,0.05096,0.90516124,1.442409,1.3534725,1.3507609,0.91528331,0.35408128,0.081396286,0.002711597,0.088936485,0.001855,0.000241079,0,0.000384714,0,0,0.000001679,0,0.000008125,0,0,0.000221,0.01895875,0.049296,0.00227055,0.00227199,0.00006264,0.0105209,0.0015039,0.003478,0,0.0000106,0.0000165,0,0.00000368,0.000007095,0.00002038,0.0005155,-0.28770065,-0.028919222,0.15659282,-0.32033857,-0.054538185,0.019464074,-0.05996156,-0.54035107,0,0.27656916,0.060469218,-0.11992312,0.073688749
1974,0.91537051,-0.040694323,0.0251475,0.93091733,1.478712,1.3795476,1.3766812,0.93260715,0.36070732,0.083366714,0.002866465,0.09916434,0.001945,0.000250372,0,0.000418167,0,0,2.35E-06,0,0.000011375,0,0,0.0002392,0.02176,0.055184,0.0025785,0.00238204,0.00007893,0.010764,0.0018264,0.003987,0,0.0000172,0.0000234,0,0.00000656,0.000009405,0.000020905,0.000526,-0.29904331,-0.029269727,0.15802534,-0.32813763,-0.056537541,0.017523648,-0.060647392,-0.54642366,0,0.28266079,0.061607261,-0.12129478,0.074699044
1975,0.82176973,-0.14110786,0.0099925,0.95288509,1.5123086,1.4019162,1.3988939,0.94626302,0.36729571,0.085335125,0.00302237,0.11039234,0.00203,0.000260193,0,0.00045453,0,0,3.02E-06,0,0.000014625,0,0,0.00026,0.02489,0.061632,0.00293145,0.00249612,0.00009801,0.010998,0.0022038,0.004508,0,0.0000235,0.00003225,0,0.00001072,0.000012045,0.000021445,0.000535,-0.31246243,-0.028848314,0.15669374,-0.33569508,-0.05855381,0.014823265,-0.060882226,-0.55108384,0,0.28873199,0.062739037,-0.12176445,0.074416231
1976,0.97769425,-0.017390156,0.0194775,0.97560691,1.5513965,1.42954,1.426358,0.96504571,0.37384707,0.08746521,0.00318199,0.12185653,0.002115,0.000270567,0,0.000494054,0,0,3.69E-06,0,0.000017875,0,0,0.0002808,0.028075,0.068208,0.003336,0.002614385,0.00012033,0.0112229,0.0025659,0.005045,0,0.0000295,0.00004335,0,0.00001632,0.000015345,0.000022005,0.0005425,-0.32293575,-0.029193764,0.15585848,-0.34299951,-0.060558398,0.018168792,-0.064211348,-0.55917295,0,0.2947832,0.063864649,-0.1284227,0.07609393
1977,1.1988289,0.13408693,0.0600775,1.0046644,1.5963346,1.4631966,1.4598408,0.9895882,0.38046324,0.08978931,0.003355822,0.13313804,0.002205,0.000281516,0,0.000537015,0,0,4.37E-06,0,0.000021125,0,0,0.0003068,0.031175,0.074528,0.003801,0.002737455,0.00014625,0.01143935,0.0029574,0.005646,0,0.0000351,0.00005745,0,0.00002448,0.000018975,0.00002258,0.000549,-0.33146957,-0.030085096,0.15660027,-0.3500396,-0.062522357,0.022738875,-0.068161665,-0.56834634,0,0.30084269,0.065001595,-0.13632333,0.078624782
1978,1.2758337,0.10906922,0.12268812,1.0440764,1.6419881,1.4976627,1.4941224,1.0148272,0.38714369,0.092151471,0.003540267,0.14432549,0.00229,0.000293063,0,0.000587191,0,0,0.000005037,0,0.000024375,0,0,0.0003406,0.034175,0.080608,0.0043335,0.00286533,0.00017631,0.01164735,0.0034674,0.006302,0,0.0000404,0.00007425,0,0.00003584,0.000022935,0.00002317,0.000554,-0.33928538,-0.030330814,0.15998,-0.35680416,-0.064416431,0.021307084,-0.069021058,-0.57391095,0,0.30691026,0.066149785,-0.13804212,0.080266625
1979,1.3561905,0.093990052,0.17410312,1.0880973,1.6890854,1.5333906,1.5296519,1.0415665,0.39378667,0.094298737,0.003738693,0.15569472,0.002375,0.000305233,0,0.000644551,0,0,5.71E-06,0,0.000026,0,0,0.0003822,0.0372,0.08656,0.0049425,0.002997855,0.00021132,0.0118482,0.0041391,0.006997,0,0.0000454,0.00009375,0,0.00004992,0.00002739,0.00002378,0.0005585,-0.34168275,-0.031013531,0.16757046,-0.36328208,-0.066211094,0.021296233,-0.070042741,-0.58217772,0,0.31295793,0.067291734,-0.14008548,0.082708242
1980,1.466064,0.14813797,0.19308187,1.1248442,1.7379873,1.5718103,1.5678603,1.0706749,0.40079084,0.096394503,0.003950056,0.166177,0.00246,0.000318047,0,0.000705428,0,0,6.38E-06,0,0.000026,0,0,0.0004342,0.03985,0.091952,0.0056415,0.00313534,0.00025218,0.01204125,0.0047235,0.007728,0,0.0000501,0.00011685,0,0.0000672,0.000032175,0.00002441,0.0005625,-0.35217728,-0.031383453,0.16698312,-0.36943502,-0.06780559,0.020011163,-0.0705475,-0.58925716,-0.000302352,0.31909376,0.068495991,-0.141095,0.08209888
1981,1.4077614,0.079596302,0.17986937,1.1482957,1.7802152,1.6039258,1.5997495,1.0922769,0.40834992,0.09912273,0.00417632,0.17628934,0.002545,0.00033153,0,0.000769824,0,0,0.000006716,0,0.00002925,0,0,0.000494,0.0421375,0.09736,0.0064425,0.00327825,0.00029889,0.0122135,0.0051564,0.008488,0,0.0000546,0.00014385,0,0.000088,0.00003729,0.00002506,0.0005655,-0.36570447,-0.030934508,0.16208333,-0.37564947,-0.069159072,0.020725359,-0.072770104,-0.59571145,-0.001315763,0.32536893,0.069795895,-0.14554021,0.081187559
1982,0.71477621,-0.59142661,0.14232312,1.1638797,1.8180825,1.6314793,1.6270641,1.1090268,0.41605956,0.10197773,0.004415195,0.18660324,0.00263,0.000345705,0,0.000837737,0,0,7.00E-06,0,0.00003575,0,0,0.000559,0.0444625,0.102944,0.007335,0.00342395,0.00035091,0.012337,0.0055299,0.009234,0,0.0000626,0.0001746,0,0.00011232,0.000042735,0.00002573,0.000568,-0.36903798,-0.031012792,0.16327694,-0.38223639,-0.070432306,0.03178965,-0.080423074,-0.60820702,-0.003226458,0.33098142,0.071121945,-0.16084615,0.085011437
1983,0.40876639,-0.87621724,0.09982,1.1851636,1.8599582,1.6637356,1.659075,1.131041,0.42375755,0.10427651,0.004660575,0.19622263,0.002715,0.000360594,0,0.000909167,0,0,0.000007613,0,0.000039,0,0,0.0006292,0.04645,0.108208,0.0082815,0.00356655,0.00040779,0.01246115,0.0057795,0.01,0,0.0000722,0.00020925,0,0.0001416,0.000048675,0.00002642,0.00057,-0.37385145,-0.031387482,0.16532236,-0.3889932,-0.071723048,0.039758153,-0.086828236,-0.61895895,-0.00551124,0.33588726,0.072446249,-0.17365647,0.088849988
1984,0.95187721,-0.32000161,0.0546175,1.2172613,1.9038209,1.6976256,1.6927102,1.1557767,0.43073397,0.10619951,0.004915433,0.20619525,0.0028,0.000376222,0,0.000984116,0,0,8.25E-06,0,0.00004225,0,0,0.0007046,0.0484375,0.1136,0.0092955,0.00370915,0.00046989,0.0126451,0.006045,0.010834,0,0.0000808,0.0002484,0,0.00017584,0.000054945,0.00002713,0.000572,-0.37904842,-0.0323878,0.17163226,-0.39573031,-0.072995576,0.039956369,-0.089523366,-0.62689706,-0.008049713,0.34059036,0.07364663,-0.17904673,0.092245396
1985,1.2513234,-0.023216198,0.02268,1.2518596,1.9460602,1.7289789,1.7238038,1.1790812,0.43628635,0.1084362,0.005175064,0.2170813,0.00288,0.000392611,0,0.001062582,0,0,8.52E-06,0,0.00004875,0,0,0.0007826,0.0507125,0.1192,0.010629,0.0038564,0.00053658,0.01284985,0.006342,0.011693,0,0.0000911,0.00029325,0,0.00021488,0.00006138,0.000027865,0.0005735,-0.38170661,-0.033918438,0.18159889,-0.40225597,-0.074214457,0.038530856,-0.091447497,-0.63466854,-0.010883481,0.34490798,0.074602136,-0.18289499,0.096442943
1986,1.3423653,0.035044219,0.021625625,1.2856954,1.987577,1.7597102,1.7542676,1.2025127,0.44110016,0.11065469,0.005442605,0.22786682,0.00296,0.000409785,0,0.001144566,0,0,7.85E-06,0,0.000052,0,0,0.0008684,0.053025,0.124736,0.011985,0.0040114,0.00060534,0.01298115,0.006576,0.01257,0,0.0000999,0.0003456,0,0.00026,0.00006831,0.000028625,0.0005745,-0.38482657,-0.03547553,0.19087655,-0.40837642,-0.075344526,0.036602365,-0.093109011,-0.64184337,-0.013722402,0.34902495,0.075430654,-0.18621802,0.10027318
1987,1.4352832,0.065887969,0.047569375,1.3218259,2.034025,1.7945452,1.788815,1.23094,0.44563499,0.11223995,0.005730239,0.23947983,0.003045,0.000427766,0,0.001230067,0,0,7.56E-06,0,0.00005525,0,0,0.0009646,0.0557,0.130768,0.0132855,0.0041757,0.00067563,0.013143,0.006729,0.013483,0,0.0001215,0.00040635,0,0.00031168,0.00007557,0.000029405,0.0005755,-0.39004572,-0.037030671,0.19742045,-0.41389604,-0.076350873,0.034384169,-0.094572747,-0.64832214,-0.017052334,0.35306431,0.076211246,-0.18914549,0.10309098
1988,1.5760874,0.10598484,0.1045625,1.36554,2.0866217,1.8340618,1.8280315,1.2629696,0.44980999,0.11525192,0.006030297,0.25255982,0.00313,0.000446578,0,0.001319087,0,0,0.000008832,0,0.000065,0,0,0.0010608,0.058725,0.137104,0.015159,0.0043431,0.00074943,0.0133185,0.006978,0.014488,0,0.0001582,0.0004773,0,0.00036976,0.00008283,0.000030205,0.0005765,-0.39477974,-0.038716583,0.2039998,-0.4186175,-0.077198824,0.031187604,-0.095434244,-0.65392967,-0.021115236,0.3570056,0.076929977,-0.19086849,0.10567595
1989,1.7006148,0.12928901,0.16269312,1.4086327,2.1348923,1.8692282,1.8628979,1.289621,0.45379128,0.11948553,0.006330326,0.26566413,0.00321,0.000466245,0,0.001411624,0,0,1.07E-05,0,0.00007475,0,0,0.001157,0.061225,0.14344,0.017376,0.0045105,0.00082791,0.0134485,0.007302,0.015642,0,0.000198,0.0005607,0,0.00043408,0.000090915,0.00003103,0.0005775,-0.39731967,-0.040341172,0.21159564,-0.42234187,-0.077853929,0.027513424,-0.09589176,-0.65867174,-0.025364094,0.36089299,0.07761543,-0.19178352,0.10837097
1990,1.7456356,0.12654734,0.17444,1.4446482,2.1745939,1.8972934,1.8906493,1.3103479,0.45766844,0.12263292,0.0066441,0.27730055,0.00329,0.00048679,0,0.001507679,0,0,0.000012581,0.0000048,0.00008125,0,0,0.001261,0.0631875,0.149168,0.0193455,0.00467325,0.00091143,0.0135785,0.007467,0.016861,0,0.0002498,0.00064935,0,0.00049984,0.000099495,0.00003188,0.000578,-0.39876502,-0.041585907,0.21766763,-0.42488051,-0.078443746,0.024518263,-0.096040756,-0.66220867,-0.030199001,0.36475024,0.078283018,-0.19208151,0.11027526
1991,0.80674072,-0.81487245,0.15460375,1.4670094,2.2088808,1.9210736,1.914101,1.3279065,0.46154394,0.12465054,0.006972665,0.2878072,0.00337,0.000508642,0,0.001607252,0,0,0.000014421,0.0000144,0.00008775,0,0,0.0013702,0.0650375,0.154016,0.02109,0.00482205,0.0009981,0.013728,0.007674,0.018088,0,0.0003392,0.00073455,0,0.00056096,0.00010758,0.000032755,0.0005785,-0.39684054,-0.042465617,0.21661302,-0.42433434,-0.079142768,0.033451032,-0.10096187,-0.66700402,-0.036310022,0.36860411,0.078950384,-0.20192374,0.11265242
1992,0.18316716,-1.4197527,0.12536562,1.4775542,2.2359434,1.9390856,1.9317701,1.3409723,0.46457339,0.12622447,0.007315428,0.29685784,0.00345,0.000533,0,0.001710342,0,0,0.000016215,0.0000296,0.00009425,2.11E-08,0,0.001482,0.0662375,0.158208,0.022788,0.0049569,0.00108423,0.0137475,0.007854,0.019343,0,0.0004848,0.00081375,0,0.000612,0.0001155,0.000033655,0.000579,-0.39602295,-0.042460351,0.20698531,-0.4192066,-0.079893144,0.04253933,-0.1039875,-0.67157527,-0.042979945,0.37075724,0.079472098,-0.20797499,0.10993462
1993,0.8971375,-0.68190161,0.08502375,1.4940154,2.2596987,1.9560828,1.9483979,1.354375,0.4662739,0.127749,0.007684986,0.30361589,0.00353,0.000559,0,0.00181695,0,0,1.86E-05,0.00006,0.000104,6.28E-08,0,0.0015964,0.0669375,0.161536,0.0240705,0.00507005,0.00116901,0.013637,0.00783,0.020428,0,0.0006789,0.00087555,0,0.00064688,0.000122925,0.00003458,0.000579,-0.39535756,-0.042239589,0.1978419,-0.41100745,-0.08063523,0.042705748,-0.10202295,-0.67235419,-0.049030612,0.37108616,0.079764967,-0.2040459,0.10425375
1994,1.436801,-0.13151203,0.04853625,1.5197768,2.2886238,1.9801749,1.9720737,1.3745818,0.46805929,0.12943256,0.008101215,0.30844889,0.00361,0.000585,0,0.001927076,0,0,2.20E-05,0.00012,0.00012025,9.12E-07,0,0.001716,0.067375,0.164192,0.0247035,0.0051553,0.00125226,0.0135655,0.00756,0.02132,0.00007973,0.0008974,0.000927,0,0.00067648,0.00012969,0.00003553,0.0005795,-0.39218229,-0.042838711,0.19168835,-0.40212707,-0.081425509,0.044042077,-0.10152143,-0.67150917,-0.055164592,0.37143622,0.080072473,-0.20304285,0.10154317
1995,1.6412118,0.058691094,0.02604875,1.556472,2.3219854,2.0104168,2.0018007,1.400075,0.47007482,0.13165093,0.00861607,0.31156862,0.00369,0.000611,0,0.00204072,0,0,0.000034569,0.0002632,0.00014625,2.53E-06,0,0.0018278,0.067375,0.166256,0.025038,0.0052173,0.00133191,0.0134615,0.006954,0.02209,0.00026803,0.0011316,0.0009741,0,0.00071856,0.000136125,0.0000365,0.00058,-0.38560364,-0.043998277,0.19235324,-0.39494879,-0.082321534,0.04384,-0.10052827,-0.67159422,-0.060353742,0.37184501,0.080419628,-0.20105655,0.10083005
1996,1.7378777,0.12380568,0.019718125,1.5943539,2.3532368,2.0389871,2.0297115,1.4241974,0.47145507,0.13405903,0.009275646,0.31424963,0.003765,0.000637,0,0.00217712,0,0,6.25E-05,0.0005048,0.0001885,3.72E-06,0,0.001937,0.0672375,0.168016,0.025152,0.00525915,0.00140229,0.013364,0.0062454,0.02317,0.00050218,0.0013636,0.00101745,0,0.00076432,0.000140745,0.000034995,0.00058,-0.37798251,-0.045344622,0.19881725,-0.39046823,-0.083612164,0.041898582,-0.099273333,-0.6732308,-0.06358219,0.37208984,0.08065737,-0.19854667,0.10171206
1997,1.8156668,0.15327859,0.04291875,1.6194694,2.3851803,2.068861,2.058794,1.4491927,0.47326497,0.13633628,0.010066984,0.31631932,0.00384,0.000663,0,0.002334518,0,0,9.91E-05,0.0008272,0.0002405,6.02E-06,0,0.0020566,0.06705,0.169328,0.025104,0.00528395,0.00145845,0.0132535,0.0054729,0.02439,0.00077322,0.0015878,0.0010668,0,0.000796,0.0001419,0.0000328,0.00058,-0.38198734,-0.046586368,0.19751404,-0.3875598,-0.085734441,0.038557508,-0.098178287,-0.67586123,-0.06523455,0.37244438,0.080969137,-0.19635657,0.1003153
1998,1.9242133,0.18754943,0.09258375,1.6440801,2.4245114,2.1070132,2.096067,1.4810336,0.47623115,0.13880228,0.010946169,0.31749821,0.00392,0.000689,0,0.002491915,0,0,0.000148914,0.0012336,0.0002925,9.64E-06,0,0.0021606,0.0667375,0.170368,0.025035,0.00529325,0.00150165,0.013117,0.0046689,0.02527,0.00103278,0.0017892,0.00111255,0,0.00081808,0.000140745,0.00003355,0.00058,-0.39451503,-0.047069592,0.19000596,-0.385373,-0.088767463,0.033854966,-0.097165908,-0.6783763,-0.065072427,0.37309446,0.081480105,-0.19433182,0.097289676
1999,2.0332219,0.21633693,0.14625187,1.6706331,2.4608698,2.1423372,2.1304322,1.5106359,0.47868222,0.1411141,0.011904978,0.31853266,0.004,0.000715,0,0.002649313,4.97E-07,0,0.000219915,0.0017088,0.0003445,1.54E-05,0,0.0022516,0.0663,0.171184,0.0249045,0.00529325,0.00153495,0.01302015,0.0039363,0.02634,0.00128884,0.0019876,0.00115065,0,0.00083856,0.00013926,0.0000346,0.00058,-0.40425484,-0.046596046,0.18687991,-0.38406894,-0.092510096,0.028281264,-0.096240936,-0.68114167,-0.063483338,0.37361158,0.08190236,-0.19248187,0.095610996
2000,2.0961904,0.22867443,0.18119062,1.6863253,2.4875666,2.1680058,2.1550554,1.5327048,0.47934927,0.14300134,0.01295038,0.31956078,0.004075,0.000741,0,0.002806711,5.37E-06,0,0.000305452,0.0022344,0.0003965,2.51E-05,0,0.0023608,0.0658625,0.171856,0.0247545,0.00528705,0.00156069,0.0129181,0.0032898,0.02748,0.0015505,0.002208,0.0011859,0,0.00085728,0.00013761,0.000032845,0.00058,-0.41278407,-0.046678464,0.18698191,-0.38389865,-0.096584526,0.023582997,-0.09618734,-0.68608614,-0.061150577,0.37367205,0.082017279,-0.19237468,0.095464877
2001,2.1279809,0.23244422,0.19056187,1.7049748,2.5146735,2.1943428,2.1801619,1.5559009,0.4792313,0.1450297,0.014180869,0.32033076,0.00415,0.000766999,1.95E-06,0.002964108,3.16E-05,0,0.000396152,0.0028016,0.000446886,3.92E-05,0.000104522,0.0024778,0.065475,0.172432,0.024621,0.0052762,0.00158076,0.012792,0.0027471,0.02839,0.0017773,0.002407,0.00121365,0,0.00087456,0.0001353,0.00002889,0.00058,-0.41758063,-0.047846594,0.18939129,-0.38616378,-0.098806372,0.022813411,-0.096968585,-0.69071311,-0.059239253,0.37353191,0.081996954,-0.19393717,0.096242608
2002,2.1453595,0.23244422,0.17415125,1.7387641,2.549346,2.2283175,2.2127222,1.5854995,0.47978539,0.14743728,0.015595308,0.32102852,0.004225,0.000793324,5.88E-06,0.003121506,7.92E-05,2.96E-06,0.000490602,0.0034184,0.000500933,5.42E-05,0.000311056,0.0025922,0.065025,0.172784,0.0244785,0.0052638,0.00159642,0.01266005,0.0022884,0.02949,0.0019852,0.002595,0.0012336,0,0.0008904,0.00013266,0.00002549,0.00058,-0.41749013,-0.049021145,0.19379061,-0.39015976,-0.099147267,0.024874314,-0.097826878,-0.69330311,-0.057498573,0.37391377,0.082092416,-0.19565376,0.097357427
2003,2.1378986,0.23244422,0.13018687,1.7752675,2.5865574,2.2652763,2.2481923,1.6175545,0.48074821,0.14988963,0.017083966,0.32128113,0.004299152,0.000820285,9.56E-06,0.003278904,0.00013392,1.17E-05,0.000598771,0.0040704,0.000565359,7.13E-05,0.000512873,0.0027118,0.0644875,0.172816,0.024279,0.0052514,0.00160848,0.01252225,0.0019068,0.03059,0.0021791,0.002751,0.00125085,0,0.00090496,0.000129855,0.00002394,0.00058,-0.41820944,-0.049654951,0.19680419,-0.3941001,-0.099488361,0.026929382,-0.098699599,-0.695994,-0.055112283,0.37474985,0.082258298,-0.1973992,0.098416856
2004,2.1258179,0.23244422,0.086078125,1.8072955,2.6196519,2.2983952,2.2797418,1.6467939,0.48086234,0.15208552,0.018653392,0.3212567,0.004377195,0.000847858,1.29E-05,0.003436301,0.000194381,2.58E-05,0.000717704,0.004764,0.000639868,9.54E-05,0.000710546,0.0028314,0.0640125,0.172768,0.024036,0.005239,0.00161784,0.01240005,0.0015885,0.03149,0.0023247,0.00287,0.0012621,0,0.0009184,0.00012672,0.000022885,0.00058,-0.41940487,-0.049885132,0.19893538,-0.3980343,-0.099829472,0.028976828,-0.09956817,-0.69866749,-0.052266604,0.37536842,0.082277961,-0.19913634,0.099472619
2005,2.0834511,0.18401834,0.059268125,1.8401646,2.6513159,2.3301702,2.3098871,1.675125,0.48036474,0.15439741,0.020283103,0.32114562,0.004454708,0.000876018,1.63E-05,0.003593455,0.000259513,4.49E-05,0.000834021,0.0054976,0.000724224,0.000126803,0.000904534,0.002951,0.063525,0.172608,0.023793,0.00522505,0.00162513,0.01227655,0.0013245,0.03245,0.0024073,0.002988,0.00126795,0,0.00093056,0.000123255,0.00002133,0.00058,-0.4184048,-0.050073633,0.200993,-0.40053228,-0.1001448,0.031352918,-0.1,-0.70071335,-0.049712307,0.37583022,0.082192229,-0.20083887,0.10049567
2006,1.989313,0.06779623,0.043176875,1.8783399,2.6833864,2.362898,2.3409798,1.7035227,0.48065635,0.15680074,0.021918127,0.32048844,0.004531678,0.000904742,1.99E-05,0.003752212,0.000328414,6.88E-05,0.000952782,0.0062088,0.000818212,0.000164195,0.001095214,0.0030732,0.062825,0.172,0.023544,0.0052111,0.00163062,0.01214655,0.0011112,0.03354,0.0024738,0.003073,0.0012723,0,0.0009416,0.00011979,0.00001948,0.00058,-0.41345098,-0.050179365,0.20290683,-0.40016009,-0.10040805,0.034389694,-0.1,-0.7015222,-0.04776609,0.37649231,0.08224247,-0.20249706,0.10145505
2007,1.9504606,0,0.032265625,1.918195,2.7148256,2.3952957,2.3716797,1.7308597,0.48184152,0.15897843,0.023615975,0.31952996,0.004610562,0.00093624,2.36E-05,0.003910422,0.000400304,9.72E-05,0.001088351,0.0069064,0.000924419,0.000206885,0.001300667,0.003211,0.0619875,0.171104,0.0232785,0.0051956,0.00163458,0.011999,0.0009366,0.03478,0.0025508,0.003125,0.00127275,0,0.00095152,0.00011616,0.000017945,0.00058,-0.40671076,-0.050242378,0.20474631,-0.39833555,-0.1006425,0.03776336,-0.1,-0.70170133,-0.046108334,0.37717786,0.082446665,-0.20411615,0.10238138
2008,1.9852634,0,0.025655,1.9596084,2.7476797,2.4290593,2.4036633,1.7590634,0.48344617,0.16115374,0.025395981,0.31862041,0.004693823,0.000972736,2.73E-05,0.004063884,0.000474682,0.000129659,0.001247147,0.007594306,0.00104539,0.000255578,0.001537012,0.003354427,0.06115,0.170176,0.023016,0.00517855,0.00163728,0.0118248,0.0007938,0.0361,0.0026334,0.003173,0.00126765,0,0.00096016,0.000112365,0.000017405,0.00058,-0.39993228,-0.050303447,0.20658196,-0.39648469,-0.10087289,0.041146793,-0.1,-0.70186053,-0.044375283,0.37776397,0.082723142,-0.20569609,0.1033058
2009,2.0765681,0,0.07252875,2.0040394,2.7831771,2.4655665,2.4383235,1.789581,0.48541527,0.16332717,0.027242975,0.31761062,0.004781467,0.001014223,3.12E-05,0.004212623,0.000551072,0.000166063,0.001428599,0.008275911,0.001180764,0.000310194,0.001800375,0.003490534,0.060257146,0.16913196,0.022745791,0.00516193,0.001638973,0.011606415,0.00067626,0.037419535,0.002711644,0.003333719,0.001255889,0,0.000966758,0.000108587,1.59E-05,0.000580078,-0.39313851,-0.050363762,0.20841597,-0.39462313,-0.10110163,0.044534043,-0.1,-0.70201145,-0.042477354,0.37843458,0.083062426,-0.20723679,0.1042294
2010,2.1976523,0,0.14625187,2.0514004,2.8198842,2.5033851,2.4741858,1.8210871,0.48760089,0.1654978,0.029199282,0.31649909,0.004873498,0.001060697,3.50E-05,0.004356638,0.00062894,0.000206105,0.001632015,0.008991782,0.001330176,0.000370611,0.002087056,0.003626748,0.059321156,0.1679821,0.022469961,0.005144059,0.001639912,0.01134471,0.000579246,0.038728241,0.002785597,0.003595557,0.001238118,0,0.000971401,0.000104664,1.42E-05,0.000580191,-0.38534572,-0.050419684,0.20965583,-0.39099269,-0.10110559,0.047516425,-0.1,-0.70125533,-0.040588243,0.37915418,0.083439035,-0.20874498,0.10485724
2011,2.2829824,0,0.18119062,2.1017918,2.8565743,2.5412159,2.5099581,1.8523072,0.4899847,0.16766617,0.031257821,0.31535841,0.004969917,0.001112159,3.89E-05,0.004495948,0.000707993,0.000249558,0.001856633,0.009739499,0.001493355,0.000436658,0.002394104,0.00376307,0.058384569,0.16678573,0.022193962,0.005125982,0.001640353,0.011059524,0.000495461,0.040094215,0.002862366,0.003829589,0.001217119,0,0.000974921,0.000100759,1.36E-05,0.000580244,-0.37555486,-0.05046682,0.20970741,-0.38382453,-0.10065999,0.04968907,-0.1,-0.69867689,-0.03898313,0.37992312,0.083849819,-0.21023413,0.10489356
2012,2.3429852,0,0.19056187,2.1524233,2.892492,2.5784042,2.5450392,1.8833863,0.49184517,0.1698077,0.033365088,0.31408772,0.005067634,0.001166371,4.27E-05,0.004625916,0.000804499,0.000293633,0.002123019,0.010483861,0.001681219,0.000501177,0.002680138,0.003894879,0.057448376,0.16554329,0.021917478,0.005107788,0.001640422,0.010752373,0.000422587,0.041421722,0.002937497,0.004034895,0.001193413,0,0.000977338,9.69E-05,1.34E-05,0.000580268,-0.36476497,-0.050509562,0.20916485,-0.3748875,-0.099989608,0.051456847,-0.1,-0.69517088,-0.03704568,0.37981929,0.084170433,-0.21171098,0.10463413
