2191,11.779405,0,0.086078125,11.693327,11.954477,11.939636,11.672171,9.9449228,1.0263755,0.70087219,0.26746502,0.014841302,0.017692905,0.006011931,0.000195604,0.003148116,0.005003354,0.003312534,0.049895593,0.092730356,0.02260721,4.09E-05,0.012476352,0.054350196,0.00021935,0.009904027,0.000761268,0.001971461,0.001389531,1.86E-07,7.01E-19,9.17E-07,2.60E-06,1.69E-06,1.17E-08,0,1.90E-05,1.65E-09,-9.00E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42324541,0.17683243,-0.27999134,0.04977957
2192,11.772039,0,0.059268125,11.712771,11.974081,11.959481,11.691853,9.964045,1.0259263,0.70188143,0.26762794,0.014600247,0.017734501,0.006028514,0.00019601,0.00314104,0.005000819,0.003310695,0.04987632,0.092676319,0.022606416,4.06E-05,0.012469496,0.054547215,0.000210733,0.009705353,0.000743334,0.00195819,0.001387876,1.72E-07,5.73E-19,8.43E-07,2.46E-06,1.60E-06,1.07E-08,0,1.84E-05,1.53E-09,-9.00E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42316359,0.1767541,-0.27999134,0.04977957
2193,11.775107,0,0.043176875,11.73193,11.993385,11.979021,11.711229,9.9828425,1.0255189,0.70286766,0.26779211,0.014363992,0.017775373,0.006044807,0.000196408,0.003134103,0.00499863,0.003308966,0.049857866,0.092625823,0.022605684,4.03E-05,0.012463329,0.05474078,0.000202461,0.009510602,0.000725817,0.001945004,0.001386222,1.59E-07,4.68E-19,7.75E-07,2.34E-06,1.51E-06,9.89E-09,0,1.78E-05,1.43E-09,-9.01E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42308938,0.17668306,-0.27999134,0.04977957
2194,11.782983,0,0.032265625,11.750718,12.012309,11.998176,11.730221,10.001251,1.0251383,0.70383112,0.26795581,0.014132366,0.017815521,0.006060812,0.0001968,0.003127302,0.004996617,0.003307317,0.04984001,0.092577893,0.022604964,4.01E-05,0.012457589,0.054930892,0.000194517,0.009319642,0.000708702,0.001931898,0.001384569,1.47E-07,3.83E-19,7.13E-07,2.21E-06,1.43E-06,9.11E-09,0,1.73E-05,1.33E-09,-9.03E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42302004,0.1766167,-0.27999134,0.04977957
2195,11.794739,0,0.025655,11.769084,12.030804,12.016899,11.748781,10.019232,1.0247768,0.70477203,0.26811817,0.013905237,0.017854945,0.006076527,0.000197184,0.003120637,0.004994698,0.003305734,0.049822643,0.092532015,0.022604233,3.99E-05,0.012452143,0.055117552,0.00018688,0.009132374,0.000691978,0.001918871,0.001382917,1.36E-07,3.13E-19,6.55E-07,2.10E-06,1.35E-06,8.39E-09,0,1.67E-05,1.24E-09,-9.06E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42295415,0.17655366,-0.27999134,0.04977957
2196,11.859605,0,0.07252875,11.787076,12.04892,12.035237,11.766959,10.036839,1.024429,0.70569063,0.26827858,0.013682504,0.017893646,0.006091953,0.000197562,0.003114107,0.004992826,0.003304204,0.049805689,0.092487829,0.022603477,3.96E-05,0.0124469,0.055300761,0.000179543,0.008948714,0.000675635,0.001905921,0.001381265,1.26E-07,2.56E-19,6.02E-07,1.99E-06,1.27E-06,7.73E-09,0,1.62E-05,1.15E-09,-9.09E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42289077,0.17649302,-0.27999134,0.04977957
2197,11.950761,0,0.14625187,11.804509,12.066488,12.053024,11.784592,10.053955,1.0240503,0.70658715,0.26843154,0.013463811,0.017931623,0.006107091,0.000197932,0.003107705,0.004990551,0.003302628,0.049788327,0.092442168,0.02260249,3.94E-05,0.012441103,0.05548052,0.000172488,0.008768397,0.000659647,0.001893033,0.001379612,1.17E-07,2.09E-19,5.53E-07,1.89E-06,1.20E-06,7.12E-09,0,1.57E-05,1.07E-09,-9.15E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42282172,0.17642699,-0.27999134,0.04977957
2198,12.002479,0,0.18119062,11.821288,12.083425,12.070176,11.801603,10.070532,1.0236086,0.7074618,0.26857295,0.013248884,0.017968876,0.006121939,0.000198295,0.003101428,0.004987586,0.003300931,0.04976991,0.092392636,0.022601107,3.92E-05,0.012434217,0.05565683,0.000165692,0.00859121,0.000643993,0.001880195,0.001377957,1.08E-07,1.71E-19,5.09E-07,1.79E-06,1.14E-06,6.56E-09,0,1.52E-05,1.00E-09,-9.24E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42274119,0.17634998,-0.27999134,0.04977957
2199,12.02817,0,0.19056187,11.837608,12.099914,12.086876,11.81817,10.086721,1.0231339,0.70831482,0.2687062,0.01303784,0.018005406,0.006136498,0.000198651,0.003095276,0.004984295,0.00329917,0.049750898,0.092341113,0.022599444,3.90E-05,0.012426768,0.055829693,0.000159151,0.008417217,0.000628676,0.001867416,0.001376299,9.96E-08,1.39E-19,4.67E-07,1.70E-06,1.07E-06,6.04E-09,0,1.48E-05,9.31E-10,-9.32E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42265462,0.17626722,-0.27999134,0.04977957
2200,12.027712,0,0.17415125,11.85356,12.116036,12.103205,11.83437,10.102564,1.0226589,0.70914643,0.26883517,0.012830787,0.018041211,0.006150769,0.000199,0.003089254,0.004981031,0.003297414,0.049731854,0.092289782,0.022597645,3.88E-05,0.012419316,0.055999109,0.000152864,0.0082465,0.000613702,0.001854705,0.001374641,9.21E-08,1.14E-19,4.29E-07,1.61E-06,1.02E-06,5.56E-09,0,1.43E-05,8.67E-10,-9.38E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42256796,0.17618439,-0.27999134,0.04977957
2201,11.999413,0,0.13018687,11.869227,12.131862,12.119234,11.850271,10.118103,1.0222108,0.70995683,0.26896323,0.01262779,0.018076293,0.00616475,0.000199342,0.003083364,0.004978069,0.003295723,0.049713287,0.092240554,0.022595842,3.86E-05,0.012412327,0.056165079,0.000146826,0.008079116,0.000599073,0.001842071,0.001372984,8.51E-08,9.29E-20,3.95E-07,1.53E-06,9.60E-07,5.12E-09,0,1.39E-05,8.07E-10,-9.41E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42248619,0.17610627,-0.27999134,0.04977957
2202,11.970756,0,0.086078125,11.884678,12.147453,12.135024,11.865931,10.133368,1.0218167,0.71074625,0.2690938,0.012428916,0.018110651,0.006178443,0.000199677,0.003077611,0.004975659,0.003294161,0.049695744,0.092195404,0.022594178,3.84E-05,0.012406253,0.056327605,0.000141031,0.007915127,0.000584793,0.001829523,0.001371329,7.86E-08,7.59E-20,3.63E-07,1.45E-06,9.07E-07,4.71E-09,0,1.34E-05,7.51E-10,-9.41E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42241427,0.17603756,-0.27999134,0.04977957
2203,11.959215,0,0.059268125,11.899947,12.162843,12.150609,11.881381,10.148386,1.0214801,0.71151489,0.26922752,0.012234103,0.018144286,0.006191847,0.000200005,0.003071993,0.004973794,0.003292741,0.049679368,0.092154723,0.022592696,3.82E-05,0.012401142,0.056486688,0.00013547,0.007754498,0.000570856,0.001817062,0.001369676,7.27E-08,6.20E-20,3.33E-07,1.38E-06,8.57E-07,4.34E-09,0,1.30E-05,6.99E-10,-9.41E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42235283,0.17597888,-0.27999134,0.04977957
2204,11.958153,0,0.043176875,11.914976,12.177978,12.165934,11.896572,10.163125,1.0211835,0.71226297,0.26936245,0.012043179,0.018177198,0.006204962,0.000200325,0.003066511,0.00497226,0.00329143,0.049663913,0.092117422,0.022591341,3.81E-05,0.012396688,0.056642328,0.000130129,0.00759711,0.000557249,0.001804685,0.001368025,6.72E-08,5.06E-20,3.06E-07,1.31E-06,8.09E-07,4.00E-09,0,1.26E-05,6.51E-10,-9.42E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42229867,0.17592716,-0.27999134,0.04977957
2205,11.96194,0,0.032265625,11.929674,12.192773,12.180917,11.91142,10.177518,1.0209119,0.71299069,0.26949686,0.011856012,0.018209386,0.006217788,0.000200639,0.003061161,0.004970889,0.003290197,0.049649152,0.092082524,0.02259006,3.79E-05,0.012392629,0.056794527,0.000125003,0.007442852,0.000543962,0.001792388,0.001366375,6.21E-08,4.13E-20,2.81E-07,1.24E-06,7.65E-07,3.68E-09,0,1.22E-05,6.06E-10,-9.43E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42224906,0.1758798,-0.27999134,0.04977957
2206,11.969652,0,0.025655,11.943997,12.207186,12.195514,11.925884,10.191528,1.0206573,0.71369826,0.26962987,0.0116725,0.01824085,0.006230325,0.000200945,0.003055942,0.0049696,0.003289026,0.049634967,0.09204951,0.022588826,3.78E-05,0.012388831,0.056943286,0.000120082,0.007291642,0.000530983,0.001780167,0.001364727,5.73E-08,3.37E-20,2.58E-07,1.17E-06,7.23E-07,3.39E-09,0,1.18E-05,5.64E-10,-9.45E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42220257,0.17583541,-0.27999134,0.04977957
2207,12.030449,0,0.07252875,11.95792,12.221197,12.209704,11.939943,10.205143,1.0204146,0.71438588,0.26976086,0.011492552,0.018271592,0.006242574,0.000201245,0.003050855,0.004968343,0.003287907,0.049621278,0.092018016,0.022587625,3.76E-05,0.012385206,0.057088606,0.000115357,0.007143407,0.000518307,0.001768021,0.001363079,5.30E-08,2.75E-20,2.37E-07,1.11E-06,6.83E-07,3.12E-09,0,1.15E-05,5.25E-10,-9.47E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42215825,0.1757931,-0.27999134,0.04977957
2208,12.117572,0,0.14625187,11.97132,12.234695,12.223379,11.953495,10.218302,1.0201392,0.71505375,0.26988434,0.011315872,0.018301609,0.006254534,0.000201537,0.003045893,0.004966673,0.00328674,0.049607259,0.09198489,0.022586248,3.75E-05,0.012380999,0.057230487,0.000110812,0.006997932,0.000505911,0.001755937,0.00136143,4.90E-08,2.25E-20,2.18E-07,1.06E-06,6.45E-07,2.87E-09,0,1.11E-05,4.89E-10,-9.53E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42210793,0.17574509,-0.27999134,0.04977957
2209,12.16531,0,0.18119062,11.98412,12.247616,12.236473,11.966477,10.230976,1.0197992,0.71570207,0.26999622,0.011142248,0.018330903,0.006266206,0.000201822,0.00304105,0.004964306,0.003285449,0.049592258,0.091947746,0.022584529,3.73E-05,0.01237568,0.057368932,0.000106437,0.006855043,0.00049378,0.001743904,0.001359779,4.52E-08,1.83E-20,2.00E-07,1.00E-06,6.09E-07,2.64E-09,0,1.08E-05,4.55E-10,-9.61E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42204581,0.17568581,-0.27999134,0.04977957
2210,12.187054,0,0.19056187,11.996493,12.260122,12.24915,11.979051,10.243295,1.0194248,0.71633103,0.2700999,0.010971781,0.018359473,0.006277588,0.0002021,0.00303633,0.004961605,0.003284092,0.049576735,0.091908472,0.022582583,3.72E-05,0.012369776,0.057503941,0.000102228,0.006714789,0.000481916,0.001731928,0.001358127,4.18E-08,1.50E-20,1.84E-07,9.50E-07,5.76E-07,2.43E-09,0,1.04E-05,4.23E-10,-9.68E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42197738,0.17562053,-0.27999134,0.04977957
2211,12.182665,0,0.17415125,12.008513,12.272277,12.261473,11.991273,10.255284,1.0190488,0.71694082,0.27019929,0.01080455,0.018387319,0.006288682,0.000202371,0.003031735,0.004958928,0.003282738,0.04956125,0.091869262,0.022580554,3.71E-05,0.012363853,0.057635515,9.82E-05,0.006577231,0.000470322,0.001720021,0.001356474,3.86E-08,1.22E-20,1.69E-07,9.02E-07,5.44E-07,2.24E-09,0,1.01E-05,3.94E-10,-9.73E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42190867,0.17555499,-0.27999134,0.04977957
2212,12.150441,0,0.13018687,12.020254,12.284143,12.273502,12.003205,10.266974,1.0186989,0.71753163,0.27029774,0.010640611,0.018414442,0.006299488,0.000202635,0.003027269,0.004956548,0.003281447,0.049546311,0.091832033,0.022578572,3.70E-05,0.012358376,0.057763656,9.43E-05,0.006442415,0.000459001,0.001708188,0.001354823,3.56E-08,9.96E-21,1.55E-07,8.55E-07,5.14E-07,2.06E-09,0,9.79E-06,3.66E-10,-9.75E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42184469,0.17549397,-0.27999134,0.04977957
2213,12.11791,0,0.086078125,12.031832,12.295827,12.285347,12.014949,10.278443,1.018402,0.71810366,0.27039868,0.01048002,0.018440842,0.006310005,0.000202892,0.003022935,0.004954713,0.003280283,0.049532458,0.091798756,0.022576781,3.69E-05,0.012353797,0.057888363,9.06E-05,0.006310384,0.000447954,0.001696438,0.001353174,3.29E-08,8.13E-21,1.43E-07,8.14E-07,4.85E-07,1.90E-09,0,9.48E-06,3.41E-10,-9.75E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.4217904,0.17544221,-0.27999134,0.04977957
2214,12.102521,0,0.059268125,12.043253,12.307334,12.297011,12.026508,10.28969,1.0181615,0.71865708,0.27050272,0.010322713,0.018466519,0.006320234,0.000203142,0.003018734,0.004953417,0.003279258,0.049519831,0.091769814,0.022575221,3.67E-05,0.012350162,0.05800964,8.70E-05,0.006181108,0.000437177,0.001684774,0.001351527,3.04E-08,6.63E-21,1.31E-07,7.73E-07,4.58E-07,1.75E-09,0,9.18E-06,3.17E-10,-9.74E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42174643,0.17540028,-0.27999134,0.04977957
2215,12.097598,0,0.043176875,12.054421,12.318574,12.308405,12.037797,10.300646,1.0179598,0.71919209,0.2706079,0.010168555,0.018491472,0.006330174,0.000203385,0.003014662,0.004952444,0.003278339,0.049508176,0.091744116,0.022573836,3.66E-05,0.012347163,0.058127485,8.36E-05,0.006054488,0.00042666,0.001673191,0.001349883,2.80E-08,5.41E-21,1.20E-07,7.33E-07,4.33E-07,1.61E-09,0,8.90E-06,2.95E-10,-9.74E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42170954,0.17536512,-0.27999134,0.04977957
2216,12.09752,0,0.032265625,12.065255,12.329471,12.319454,12.048741,10.311251,1.0177818,0.71970886,0.2707125,0.010017435,0.018515703,0.006339825,0.00020362,0.00301072,0.004951626,0.003277495,0.049497263,0.091720683,0.022572569,3.65E-05,0.012344539,0.058241902,8.03E-05,0.005930434,0.000416394,0.001661684,0.00134824,2.59E-08,4.41E-21,1.10E-07,6.97E-07,4.09E-07,1.48E-09,0,8.62E-06,2.75E-10,-9.75E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42167699,0.1753341,-0.27999134,0.04977957
2217,12.101398,0,0.025655,12.075743,12.340017,12.330148,12.059332,10.321505,1.0176198,0.72020757,0.27081562,0.009869267,0.018539209,0.006349188,0.000203849,0.003006906,0.004950882,0.003276711,0.049486971,0.091699002,0.022571396,3.65E-05,0.012342158,0.058352889,7.71E-05,0.005808875,0.000406371,0.001650253,0.001346598,2.39E-08,3.60E-21,1.01E-07,6.62E-07,3.86E-07,1.36E-09,0,8.35E-06,2.55E-10,-9.76E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42164736,0.17530586,-0.27999134,0.04977957
2218,12.158429,0,0.07252875,12.0859,12.350229,12.340505,12.069588,10.331431,1.0174686,0.72068841,0.27091667,0.009723979,0.018561993,0.006358263,0.000204071,0.003003218,0.004950165,0.003275976,0.049477216,0.091678712,0.022570297,3.64E-05,0.012339932,0.05846045,7.41E-05,0.005689751,0.000396585,0.001638895,0.001344958,2.21E-08,2.94E-21,9.32E-08,6.27E-07,3.65E-07,1.25E-09,0,8.08E-06,2.38E-10,-9.77E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42161969,0.1752795,-0.27999134,0.04977957
2219,12.241795,0,0.14625187,12.095544,12.359938,12.350357,12.079347,10.340911,1.0172837,0.72115154,0.27101015,0.009581329,0.018584053,0.006367049,0.000204285,0.002999651,0.004949029,0.003275189,0.049467171,0.091656674,0.022569065,3.63E-05,0.012337109,0.058564584,7.12E-05,0.005572888,0.000387019,0.001627597,0.001343317,2.04E-08,2.40E-21,8.55E-08,5.95E-07,3.44E-07,1.15E-09,0,7.83E-06,2.21E-10,-9.82E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42158585,0.17524725,-0.27999134,0.04977957
2220,12.285736,0,0.18119062,12.104546,12.36903,12.359589,12.088497,10.349866,1.0170333,0.72159714,0.27109202,0.009441152,0.01860539,0.006375547,0.000204492,0.0029962,0.004947195,0.003274277,0.049456187,0.091630523,0.022567533,3.62E-05,0.012333165,0.058665294,6.84E-05,0.005458146,0.000377661,0.001616349,0.001341674,1.88E-08,1.95E-21,7.86E-08,5.67E-07,3.25E-07,1.06E-09,0,7.58E-06,2.06E-10,-9.90E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42154005,0.17520361,-0.27999134,0.04977957
2221,12.303671,0,0.19056187,12.113109,12.377695,12.368391,12.097225,10.358452,1.0167481,0.72202538,0.2711657,0.009303528,0.018626003,0.006383757,0.000204693,0.002992868,0.004945027,0.003273297,0.049444724,0.091602161,0.022565816,3.61E-05,0.01232863,0.058762579,6.57E-05,0.005345562,0.000368513,0.001605159,0.00134003,1.74E-08,1.59E-21,7.21E-08,5.38E-07,3.07E-07,9.77E-10,0,7.34E-06,1.91E-10,-9.96E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42148785,0.17515389,-0.27999134,0.04977957
2222,12.295553,0,0.17415125,12.121402,12.38609,12.376922,12.105687,10.366789,1.016461,0.72243643,0.27123509,0.009168521,0.018645893,0.006391678,0.000204886,0.002989657,0.004942884,0.003272318,0.049433341,0.091573787,0.022564056,3.61E-05,0.012324071,0.058856441,6.31E-05,0.005235183,0.000359577,0.001594034,0.001338387,1.60E-08,1.30E-21,6.62E-08,5.09E-07,2.90E-07,8.99E-10,0,7.11E-06,1.78E-10,-1.00E-05,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.4214353,0.17510383,-0.27999134,0.04977957
2223,12.259663,0,0.13018687,12.129476,12.394258,12.385222,12.113919,10.374889,1.0161993,0.72283046,0.27130352,0.00903618,0.018665059,0.006399311,0.000205072,0.002986571,0.004941034,0.003271401,0.049422539,0.091547305,0.022562384,3.60E-05,0.012319948,0.058946881,6.06E-05,0.00512704,0.000350855,0.001582982,0.001336745,1.48E-08,1.06E-21,6.08E-08,4.83E-07,2.74E-07,8.27E-10,0,6.89E-06,1.66E-10,-1.00E-05,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.4213874,0.17505821,-0.27999134,0.04977957
2224,12.223452,0,0.086078125,12.137374,12.40223,12.393324,12.121949,10.382752,1.0159899,0.72320763,0.27137438,0.008906546,0.018683503,0.006406656,0.000205252,0.002983613,0.004939724,0.003270608,0.049412853,0.091524668,0.02256094,3.59E-05,0.012316709,0.0590339,5.82E-05,0.005021168,0.000342347,0.00157201,0.001335105,1.36E-08,8.63E-22,5.58E-08,4.60E-07,2.59E-07,7.61E-10,0,6.67E-06,1.54E-10,-1.00E-05,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42134906,0.17502171,-0.27999134,0.04977957
2225,12.204366,0,0.059268125,12.145098,12.41001,12.40123,12.129782,10.390378,1.015836,0.72356811,0.27144826,0.00877957,0.018701223,0.006413713,0.000205424,0.002980784,0.004938945,0.003269951,0.049404416,0.091506252,0.022559765,3.59E-05,0.012314398,0.0591175,5.59E-05,0.004917539,0.000334049,0.001561121,0.001333468,1.26E-08,7.03E-22,5.13E-08,4.39E-07,2.44E-07,7.01E-10,0,6.46E-06,1.43E-10,-1.00E-05,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42132088,0.17499488,-0.27999134,0.04977957
2226,12.195759,0,0.043176875,12.152582,12.417536,12.408881,12.137357,10.397726,1.0157199,0.72391205,0.27152321,0.008655131,0.018718221,0.006420482,0.000205589,0.00297808,0.004938482,0.003269396,0.049396973,0.091490963,0.022558797,3.58E-05,0.012312707,0.059197681,5.37E-05,0.004816072,0.000325955,0.001550309,0.001331834,1.16E-08,5.74E-22,4.71E-08,4.16E-07,2.31E-07,6.45E-10,0,6.26E-06,1.33E-10,-9.99E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42129963,0.17497464,-0.27999134,0.04977957
2227,12.192034,0,0.032265625,12.159769,12.424756,12.416222,12.144625,10.404759,1.0156266,0.72423963,0.2715975,0.008533137,0.018734495,0.006426962,0.000205747,0.002975502,0.004938167,0.003268914,0.049390289,0.091477826,0.022557983,3.58E-05,0.012311375,0.059274444,5.16E-05,0.004716691,0.000318056,0.001539572,0.001330201,1.07E-08,4.68E-22,4.32E-08,3.93E-07,2.18E-07,5.93E-10,0,6.06E-06,1.24E-10,-9.99E-06,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42128254,0.17495838,-0.27999134,0.04977957
2228,12.192271,0,0.025655,12.166616,12.431631,12.423217,12.151547,10.411448,1.0155484,0.72455099,0.27167023,0.008413525,0.018750047,0.006433154,0.000205898,0.002973047,0.004937919,0.003268488,0.049384241,0.091466327,0.022557294,3.58E-05,0.012310271,0.05934779,4.96E-05,0.004619341,0.000310347,0.001528906,0.001328571,9.90E-09,3.81E-22,3.97E-08,3.72E-07,2.06E-07,5.46E-10,0,5.87E-06,1.15E-10,-1.00E-05,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42126821,0.17494474,-0.27999134,0.04977957
2229,12.245644,0,0.07252875,12.173115,12.438154,12.429858,12.158117,10.417791,1.0154799,0.72484629,0.27174079,0.008296236,0.018764875,0.006439058,0.000206042,0.002970715,0.004937691,0.003268107,0.049378744,0.091456107,0.022556712,3.57E-05,0.012309306,0.059417721,4.76E-05,0.00452397,0.000302823,0.001518311,0.001326941,9.14E-09,3.11E-22,3.64E-08,3.54E-07,1.94E-07,5.02E-10,0,5.68E-06,1.07E-10,-1.00E-05,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42125567,0.1749328,-0.27999134,0.04977957
2230,12.325377,0,0.14625187,12.179125,12.444201,12.43602,12.164216,10.423714,1.0153769,0.7251257,0.27180374,0.008181069,0.01877898,0.006444674,0.000206179,0.0029685,0.004937042,0.003267673,0.049372972,0.091444043,0.022556027,3.57E-05,0.012307732,0.059484238,4.58E-05,0.004430439,0.000295471,0.001507775,0.001325312,8.43E-09,2.53E-22,3.34E-08,3.37E-07,1.84E-07,4.62E-10,0,5.50E-06,9.98E-11,-1.01E-05,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42123681,0.17491485,-0.27999134,0.04977957
2231,12.365794,0,0.18119062,12.184604,12.44974,12.441672,12.169817,10.42922,1.015208,0.72538935,0.27185502,0.008067886,0.018792362,0.006450003,0.000206309,0.002966397,0.004935692,0.003267111,0.049366277,0.091427784,0.022555072,3.56E-05,0.01230503,0.059547341,4.40E-05,0.004338635,0.000288281,0.001497288,0.00132368,7.78E-09,2.06E-22,3.07E-08,3.22E-07,1.73E-07,4.25E-10,0,5.33E-06,9.28E-11,-1.01E-05,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42120587,0.1748854,-0.27999134,0.04977957
2232,12.380216,0,0.19056187,12.189654,12.454863,12.446906,12.175008,10.434367,1.0150036,0.7256374,0.27189807,0.007956761,0.018805021,0.006455043,0.000206432,0.002964409,0.004934007,0.003266478,0.049359117,0.091409234,0.022553962,3.56E-05,0.01230173,0.059607032,4.22E-05,0.004248584,0.000281255,0.001486857,0.001322048,7.17E-09,1.68E-22,2.82E-08,3.05E-07,1.64E-07,3.91E-10,0,5.16E-06,8.63E-11,-1.02E-05,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42116842,0.17484977,-0.27999134,0.04977957
2233,12.368493,0,0.17415125,12.194342,12.459625,12.451777,12.179841,10.439174,1.0147967,0.72587001,0.27193679,0.00784775,0.018816956,0.006459795,0.000206548,0.002962539,0.004932343,0.003265845,0.049352049,0.091390588,0.022552839,3.56E-05,0.012298395,0.059663312,4.06E-05,0.004160324,0.000274393,0.001476489,0.001320417,6.62E-09,1.37E-22,2.59E-08,2.87E-07,1.55E-07,3.60E-10,0,4.99E-06,8.02E-11,-1.02E-05,0.000580289,-0.17174553,-0.032926852,0.10094486,-0.084735937,-0.067967346,0.012939748,-0.1,-0.45927034,0,0.42113052,0.1748137,-0.27999134,0.04977957
